SaleKey,DateKey,ProductKey,BranchKey,EmployeeKey,Quantity,UnitPrice,DiscountRate,TotalAmount,CostAmount,ProfitAmount,OrderStatus,PaymentMethod,Date,UnitCost
8834,494,587,2,26,7,507.95,0.05,3377.8675,2499,878.8674999999998,مكتمل,بطاقة,2025-05-08,357
8835,3,441,4,90,9,515.26,0.05,4405.473,3285,1120.473,مكتمل,تمارا,2024-01-03,365
8836,242,656,3,72,6,451.83,0.15,2304.333,2214,90.33300000000008,مكتمل,أبل باي,2024-08-29,369
8838,436,171,1,94,9,631.74,0.05,5401.3769999999995,4392,1009.3769999999995,مكتمل,بطاقة,2025-03-11,488
8839,273,337,2,126,3,523.81,0.1,1414.2869999999998,1347,67.28699999999981,مكتمل,مدى,2024-09-29,449
8840,92,712,2,67,2,99.12,0.05,188.328,170,18.328000000000003,مكتمل,بطاقة,2024-04-01,85
8841,266,324,1,12,9,165.18,0.2,1189.296,1026,163.29600000000005,مكتمل,نقدي,2024-09-22,114
8842,363,791,2,9,7,566.72,0.1,3570.3360000000002,3437,133.33600000000024,مكتمل,مدى,2024-12-28,491
8843,442,6,2,111,-8,683.04,0.15,-4644.672,-3824,-820.6719999999996,مسترجع,مدى,2025-03-17,478
8844,541,729,1,105,3,676.18,0.0,2028.54,1473,555.54,مكتمل,بطاقة,2025-06-24,491
8845,67,535,3,72,-8,309.48,0.0,-2475.84,-1736,-739.8400000000001,مسترجع,تمارا,2024-03-07,217
8846,440,739,2,97,7,334.37,0.1,2106.5310000000004,1771,335.5310000000004,مكتمل,بطاقة,2025-03-15,253
8847,360,378,4,36,4,286.14,0.1,1030.104,920,110.10400000000004,مكتمل,تمارا,2024-12-25,230
8848,69,612,2,26,5,679.53,0.0,3397.6499999999996,2450,947.6499999999996,مكتمل,بطاقة,2024-03-09,490
8849,91,116,4,90,12,584.65,0.0,7015.799999999999,5688,1327.7999999999993,مكتمل,تمارا,2024-03-31,474
8850,71,56,1,94,7,248.39,0.05,1651.7935,1393,258.7935,مكتمل,بطاقة,2024-03-11,199
8851,142,443,2,103,6,186.7,0.15,952.1699999999998,918,34.169999999999845,مكتمل,نقدي,2024-05-21,153
8852,68,593,1,105,5,452.36,0.0,2261.8,1805,456.8000000000002,مكتمل,بطاقة,2024-03-08,361
8853,145,414,1,81,10,48.61,0.2,388.88000000000005,360,28.880000000000052,مكتمل,مدى,2024-05-24,36
8855,460,310,1,105,13,64.3,0.0,835.9,611,224.89999999999998,مكتمل,تمارا,2025-04-04,47
8856,487,692,4,116,3,642.9,0.1,1735.83,1488,247.82999999999993,مكتمل,تمارا,2025-05-01,496
8857,16,793,1,5,7,569.0,0.15,3385.5499999999997,3178,207.54999999999973,مكتمل,بطاقة,2024-01-16,454
8858,132,284,3,72,9,23.67,0.05,202.37850000000003,171,31.37850000000003,مكتمل,تمارا,2024-05-11,19
8859,9,4,1,81,2,151.72,0.1,273.096,224,49.096000000000004,مكتمل,نقدي,2024-01-09,112
8860,169,272,3,44,6,455.53,0.0,2733.18,2238,495.17999999999984,مكتمل,مدى,2024-06-17,373
8861,496,724,5,22,9,311.3,0.15,2381.445,1944,437.44500000000016,مكتمل,مدى,2025-05-10,216
8862,291,372,3,44,10,487.41,0.1,4386.6900000000005,4220,166.6900000000005,مكتمل,بطاقة,2024-10-17,422
8863,358,381,4,90,2,364.27,0.1,655.686,584,71.68600000000004,مكتمل,أبل باي,2024-12-23,292
8864,64,631,4,90,14,168.28,0.1,2120.328,1848,272.328,مكتمل,مدى,2024-03-04,132
8865,192,130,1,81,3,183.55,0.0,550.6500000000001,432,118.65000000000009,مكتمل,بطاقة,2024-07-10,144
8866,240,482,1,41,1,630.82,0.0,630.82,496,134.82000000000005,مكتمل,تمارا,2024-08-27,496
8867,529,567,4,116,4,89.87,0.2,287.584,260,27.584000000000003,مكتمل,أبل باي,2025-06-12,65
8868,499,236,3,72,1,622.47,0.1,560.2230000000001,499,61.22300000000007,مكتمل,مدى,2025-05-13,499
8869,149,738,2,64,4,570.19,0.0,2280.76,1820,460.7600000000002,مكتمل,تمارا,2024-05-28,455
8870,104,336,1,105,13,135.27,0.0,1758.5100000000002,1274,484.5100000000002,مكتمل,نقدي,2024-04-13,98
8871,242,160,4,98,4,72.05,0.0,288.2,236,52.19999999999999,مكتمل,مدى,2024-08-29,59
8872,42,693,3,72,3,396.56,0.05,1130.196,876,254.1959999999999,مكتمل,بطاقة,2024-02-11,292
8873,295,56,3,44,1,248.39,0.1,223.551,199,24.550999999999988,مكتمل,بطاقة,2024-10-21,199
8874,223,731,1,118,2,453.34,0.15,770.6779999999999,708,62.677999999999884,مكتمل,أبل باي,2024-08-10,354
8875,139,21,2,26,6,57.39,0.0,344.34000000000003,240,104.34000000000003,مكتمل,أبل باي,2024-05-18,40
8876,217,159,2,103,6,334.05,0.0,2004.3000000000002,1428,576.3000000000002,مكتمل,بطاقة,2024-08-04,238
8877,110,303,4,98,11,496.03,0.05,5183.5135,4510,673.5135,مكتمل,مدى,2024-04-19,410
8878,439,777,1,118,-9,401.25,0.0,-3611.25,-2619,-992.25,مسترجع,تمارا,2025-03-14,291
8879,246,306,3,44,3,470.39,0.0,1411.17,1212,199.17000000000007,مكتمل,بطاقة,2024-09-02,404
8880,322,380,2,89,4,521.29,0.2,1668.128,1524,144.12799999999993,مكتمل,مدى,2024-11-17,381
8881,176,152,1,19,4,250.72,0.0,1002.88,784,218.88,مكتمل,مدى,2024-06-24,196
8882,147,413,4,36,2,495.7,0.0,991.4,750,241.39999999999998,مكتمل,تمارا,2024-05-26,375
8883,212,577,4,95,1,57.62,0.15,48.977,43,5.976999999999997,مكتمل,نقدي,2024-07-30,43
8885,138,534,2,2,1,50.0,0.1,45.0,82,-37.0,مكتمل,بطاقة,2024-05-17,82
8886,230,621,1,94,3,237.86,0.1,642.2220000000001,546,96.2220000000001,مكتمل,أبل باي,2024-08-17,182
8887,202,683,2,65,4,420.31,0.15,1429.0539999999999,1172,257.05399999999986,مكتمل,بطاقة,2024-07-20,293
8888,542,367,2,84,-4,29.09,0.05,-110.54199999999999,-100,-10.541999999999987,مسترجع,بطاقة,2025-06-25,25
8889,342,250,3,44,5,270.11,0.1,1215.4950000000001,965,250.49500000000012,مكتمل,بطاقة,2024-12-07,193
8890,206,226,1,4,2,294.35,0.15,500.39500000000004,462,38.39500000000004,مكتمل,نقدي,2024-07-24,231
8891,72,609,3,44,4,623.75,0.05,2370.25,1780,590.25,مكتمل,بطاقة,2024-03-12,445
8892,381,746,2,103,7,290.27,0.0,2031.8899999999999,1526,505.8899999999999,مكتمل,مدى,2025-01-15,218
8893,276,309,4,54,4,326.39,0.2,1044.448,1036,8.448000000000093,مكتمل,نقدي,2024-10-02,259
8895,283,588,2,2,8,681.06,0.0,5448.48,3856,1592.4799999999996,مكتمل,أبل باي,2024-10-09,482
8896,271,43,3,72,7,185.88,0.0,1301.1599999999999,1015,286.15999999999985,مكتمل,بطاقة,2024-09-27,145
8897,499,239,2,103,7,559.39,0.15,3328.3705,3150,178.3705,مكتمل,بطاقة,2025-05-13,450
8898,407,598,5,22,4,404.14,0.1,1454.904,1348,106.904,مكتمل,مدى,2025-02-10,337
8899,350,189,1,19,-1,151.7,0.0,-151.7,-113,-38.69999999999999,مسترجع,نقدي,2024-12-15,113
8900,491,533,1,94,10,248.4,0.1,2235.6,1960,275.5999999999999,مكتمل,تمارا,2025-05-05,196
8901,534,581,2,68,7,539.85,0.15,3212.1075,2884,328.1075000000001,مكتمل,بطاقة,2025-06-17,412
8903,29,235,3,72,8,493.87,0.15,3358.316,2944,414.3159999999998,مكتمل,مدى,2024-01-29,368
8904,455,650,1,12,14,175.69,0.2,1967.728,2016,-48.271999999999935,مكتمل,نقدي,2025-03-30,144
8906,121,515,2,64,1,598.66,0.15,508.86099999999993,445,63.86099999999993,مكتمل,بطاقة,2024-04-30,445
8907,418,513,5,55,10,621.67,0.15,5284.195,4900,384.1949999999997,مكتمل,تمارا,2025-02-21,490
8908,442,654,5,38,12,77.69,0.0,932.28,792,140.27999999999997,مكتمل,تمارا,2025-03-17,66
8909,164,337,3,44,6,523.81,0.2,2514.288,2694,-179.712,مكتمل,بطاقة,2024-06-12,449
8910,546,258,1,93,1,240.95,0.15,204.80749999999998,178,26.807499999999976,مكتمل,مدى,2025-06-29,178
8911,337,608,5,38,4,15.91,0.05,60.458,44,16.458,مكتمل,مدى,2024-12-02,11
8912,270,212,4,116,7,270.06,0.0,1890.42,1505,385.4200000000001,مكتمل,تمارا,2024-09-26,215
8913,502,728,1,66,2,608.15,0.1,1094.67,932,162.67000000000007,مكتمل,بطاقة,2025-05-16,466
8914,530,94,5,55,6,142.53,0.0,855.1800000000001,594,261.18000000000006,مكتمل,مدى,2025-06-13,99
8915,225,758,1,94,7,160.41,0.0,1122.87,798,324.8699999999999,مكتمل,نقدي,2024-08-12,114
8916,162,626,5,38,2,354.02,0.0,708.04,590,118.03999999999996,مكتمل,مدى,2024-06-10,295
8917,266,627,3,72,9,610.84,0.1,4947.804,4158,789.8040000000001,مكتمل,مدى,2024-09-22,462
8918,544,42,1,105,6,201.44,0.1,1087.7759999999998,876,211.77599999999984,مكتمل,مدى,2025-06-27,146
8919,392,522,5,38,4,143.53,0.0,574.12,448,126.12,مكتمل,نقدي,2025-01-26,112
8920,429,727,4,95,7,307.43,0.15,1829.2085000000002,1736,93.20850000000019,مكتمل,بطاقة,2025-03-04,248
8921,209,677,1,118,3,101.48,0.0,304.44,258,46.44,مكتمل,مدى,2024-07-27,86
8922,71,332,2,111,7,47.23,0.0,330.60999999999996,266,64.60999999999996,مكتمل,بطاقة,2024-03-11,38
8923,399,288,1,94,5,408.14,0.0,2040.6999999999998,1425,615.6999999999998,مكتمل,مدى,2025-02-02,285
8924,164,516,2,103,5,448.9,0.0,2244.5,1565,679.5,مكتمل,مدى,2024-06-12,313
8925,201,693,2,26,1,396.56,0.0,396.56,292,104.56,مكتمل,بطاقة,2024-07-19,292
8926,170,647,5,22,1,537.76,0.0,537.76,424,113.75999999999999,مكتمل,مدى,2024-06-18,424
8927,364,625,2,103,-3,333.22,0.0,-999.6600000000001,-777,-222.66000000000008,مسترجع,تمارا,2024-12-29,259
8928,203,162,1,123,3,414.4,0.0,1243.1999999999998,882,361.1999999999998,مكتمل,بطاقة,2024-07-21,294
8929,25,219,3,44,1,195.96,0.05,186.162,144,42.162000000000006,مكتمل,بطاقة,2024-01-25,144
8930,90,305,3,44,12,31.65,0.05,360.80999999999995,276,84.80999999999995,مكتمل,بطاقة,2024-03-30,23
8931,402,728,2,84,10,608.15,0.05,5777.425,4660,1117.4250000000002,مكتمل,بطاقة,2025-02-05,466
8933,491,326,4,54,10,336.21,0.05,3193.995,2320,873.9949999999999,مكتمل,مدى,2025-05-05,232
8934,145,62,3,44,5,83.11,0.0,415.55,315,100.55000000000001,مكتمل,نقدي,2024-05-24,63
8935,370,159,3,72,10,334.05,0.15,2839.4249999999997,2380,459.4249999999997,مكتمل,نقدي,2025-01-04,238
8936,109,123,2,68,9,131.86,0.1,1068.0660000000003,909,159.06600000000026,مكتمل,أبل باي,2024-04-18,101
8937,363,346,4,54,9,366.93,0.1,2972.133,2331,641.1329999999998,مكتمل,نقدي,2024-12-28,259
8938,456,451,3,44,8,222.35,0.0,1778.8,1264,514.8,مكتمل,نقدي,2025-03-31,158
8939,251,548,4,90,10,413.02,0.15,3510.6699999999996,3320,190.66999999999962,مكتمل,تمارا,2024-09-07,332
8940,290,17,2,64,3,396.91,0.2,952.5840000000001,930,22.58400000000006,مكتمل,بطاقة,2024-10-16,310
8941,438,25,1,93,11,561.43,0.1,5558.157,5137,421.15700000000015,مكتمل,بطاقة,2025-03-13,467
8942,294,418,5,38,3,397.56,0.0,1192.68,945,247.68000000000006,مكتمل,مدى,2024-10-20,315
8943,512,123,1,19,4,131.86,0.15,448.324,404,44.32400000000001,مكتمل,مدى,2025-05-26,101
8944,458,188,1,105,2,96.13,0.0,192.26,134,58.25999999999999,مكتمل,مدى,2025-04-02,67
8945,27,151,1,19,4,541.11,0.0,2164.44,1868,296.44000000000005,مكتمل,نقدي,2024-01-27,467
8946,251,27,4,95,3,400.93,0.05,1142.6505,903,239.65049999999997,مكتمل,نقدي,2024-09-07,301
8947,545,401,4,95,1,33.33,0.1,29.997,23,6.997,مكتمل,أبل باي,2025-06-28,23
8948,82,178,2,84,9,385.6,0.2,2776.32,2853,-76.67999999999984,مكتمل,نقدي,2024-03-22,317
8949,489,243,1,63,5,164.45,0.0,822.25,680,142.25,مكتمل,بطاقة,2025-05-03,136
8950,279,774,5,91,10,458.59,0.0,4585.9,3310,1275.8999999999996,مكتمل,أبل باي,2024-10-05,331
8951,7,492,3,72,7,189.4,0.15,1126.9299999999998,1106,20.929999999999836,مكتمل,بطاقة,2024-01-07,158
8952,124,60,5,55,1,392.78,0.0,392.78,338,54.77999999999997,مكتمل,نقدي,2024-05-03,338
8953,328,760,3,72,10,690.14,0.2,5521.12,5000,521.1199999999999,مكتمل,نقدي,2024-11-23,500
8954,370,380,3,44,6,521.29,0.0,3127.74,2286,841.7399999999998,مكتمل,بطاقة,2025-01-04,381
8955,260,392,3,44,10,396.78,0.2,3174.24,2920,254.23999999999978,مكتمل,مدى,2024-09-16,292
8956,262,709,5,55,4,236.06,0.05,897.028,788,109.02800000000002,مكتمل,بطاقة,2024-09-18,197
8957,504,667,1,123,4,116.83,0.15,397.222,372,25.22199999999998,مكتمل,مدى,2025-05-18,93
8958,78,365,4,95,12,259.96,0.0,3119.5199999999995,2472,647.5199999999995,مكتمل,نقدي,2024-03-18,206
8959,146,145,1,4,9,455.66,0.0,4100.9400000000005,3231,869.9400000000005,مكتمل,مدى,2024-05-25,359
8960,279,537,1,123,10,143.7,0.15,1221.45,1100,121.45000000000005,مكتمل,مدى,2024-10-05,110
8961,238,197,1,118,3,324.44,0.05,924.6539999999999,822,102.65399999999988,مكتمل,مدى,2024-08-25,274
8962,127,644,3,44,5,104.99,0.05,498.70249999999993,385,113.70249999999993,مكتمل,نقدي,2024-05-06,77
8963,363,286,1,4,8,104.7,0.1,753.84,608,145.84000000000003,مكتمل,تمارا,2024-12-28,76
8964,425,6,1,81,8,683.04,0.2,4371.456,3824,547.4560000000001,مكتمل,مدى,2025-02-28,478
8965,145,64,2,9,1,50.0,0.1,45.0,372,-327.0,مكتمل,مدى,2024-05-24,372
8966,17,479,4,54,5,489.5,0.2,1958.0,1810,148.0,مكتمل,مدى,2024-01-17,362
8967,341,102,1,63,6,188.74,0.0,1132.44,840,292.44000000000005,مكتمل,بطاقة,2024-12-06,140
8968,479,504,3,72,5,127.93,0.0,639.6500000000001,500,139.6500000000001,مكتمل,بطاقة,2025-04-23,100
8969,355,590,4,95,2,403.54,0.2,645.6640000000001,650,-4.335999999999899,مكتمل,مدى,2024-12-20,325
8970,462,26,1,105,1,495.7,0.0,495.7,431,64.69999999999999,مكتمل,مدى,2025-04-06,431
8971,448,767,2,65,12,256.03,0.0,3072.3599999999997,2124,948.3599999999997,مكتمل,بطاقة,2025-03-23,177
8972,540,198,3,44,6,247.75,0.05,1412.175,1140,272.17499999999995,مكتمل,بطاقة,2025-06-23,190
8973,338,574,5,91,-8,603.35,0.0,-4826.8,-3584,-1242.8000000000002,مسترجع,بطاقة,2024-12-03,448
8974,311,781,3,72,3,377.18,0.0,1131.54,966,165.53999999999996,مكتمل,مدى,2024-11-06,322
8975,368,41,5,38,7,318.69,0.0,2230.83,1736,494.8299999999999,مكتمل,مدى,2025-01-02,248
8976,190,576,3,72,1,401.92,0.05,381.824,300,81.82400000000001,مكتمل,تمارا,2024-07-08,300
8977,197,309,3,72,5,326.39,0.15,1387.1574999999998,1295,92.1574999999998,مكتمل,نقدي,2024-07-15,259
8978,290,451,3,44,10,222.35,0.15,1889.975,1580,309.9749999999999,مكتمل,نقدي,2024-10-16,158
8979,467,87,2,126,7,504.64,0.15,3002.6079999999997,2695,307.6079999999997,مكتمل,نقدي,2025-04-11,385
8980,263,385,1,123,4,702.19,0.15,2387.446,1948,439.4459999999999,مكتمل,نقدي,2024-09-19,487
8981,375,676,1,41,9,321.97,0.0,2897.7300000000005,2214,683.7300000000005,مكتمل,مدى,2025-01-09,246
8982,528,152,5,75,6,250.72,0.05,1429.1039999999998,1176,253.10399999999981,مكتمل,بطاقة,2025-06-11,196
8983,312,222,3,44,6,145.23,0.15,740.6729999999999,690,50.67299999999989,مكتمل,نقدي,2024-11-07,115
8984,234,23,1,4,6,440.29,0.0,2641.7400000000002,2076,565.7400000000002,مكتمل,أبل باي,2024-08-21,346
8985,32,97,1,5,2,69.51,0.15,118.167,96,22.167,مكتمل,بطاقة,2024-02-01,48
8986,182,618,2,68,6,69.94,0.2,335.712,294,41.71199999999999,مكتمل,نقدي,2024-06-30,49
8987,394,233,2,64,9,612.19,0.0,5509.710000000001,4014,1495.710000000001,مكتمل,تمارا,2025-01-28,446
8988,84,63,1,63,5,500.49,0.0,2502.45,1985,517.4499999999998,مكتمل,تمارا,2024-03-24,397
8989,327,520,3,72,7,354.51,0.0,2481.5699999999997,2051,430.5699999999997,مكتمل,نقدي,2024-11-22,293
8990,331,154,1,93,10,569.14,0.1,5122.26,4500,622.2600000000002,مكتمل,بطاقة,2024-11-26,450
8991,210,497,1,105,1,500.41,0.1,450.369,401,49.36900000000003,مكتمل,مدى,2024-07-28,401
8992,449,32,2,68,5,445.36,0.2,1781.4400000000003,1585,196.44000000000028,مكتمل,نقدي,2025-03-24,317
8993,312,332,2,67,4,47.23,0.0,188.92,152,36.91999999999999,مكتمل,نقدي,2024-11-07,38
8994,461,563,2,126,9,196.32,0.0,1766.8799999999999,1278,488.8799999999999,مكتمل,مدى,2025-04-05,142
8996,128,241,1,118,3,147.86,0.2,354.86400000000003,312,42.86400000000003,مكتمل,نقدي,2024-05-07,104
8997,398,258,3,44,8,240.95,0.15,1638.4599999999998,1424,214.4599999999998,مكتمل,نقدي,2025-02-01,178
8998,130,594,2,65,10,291.64,0.0,2916.3999999999996,2490,426.39999999999964,مكتمل,مدى,2024-05-09,249
8999,234,255,1,112,2,62.47,0.0,124.94,96,28.939999999999998,مكتمل,نقدي,2024-08-21,48
9000,464,303,2,103,11,496.03,0.15,4637.8805,4510,127.88050000000021,مكتمل,بطاقة,2025-04-08,410
9001,542,100,3,72,2,278.12,0.15,472.804,448,24.803999999999974,مكتمل,مدى,2025-06-25,224
9002,408,529,2,97,5,223.18,0.1,1004.3100000000001,930,74.31000000000006,مكتمل,مدى,2025-02-11,186
9003,155,539,3,44,6,571.19,0.2,2741.7120000000004,2514,227.71200000000044,مكتمل,مدى,2024-06-03,419
9004,442,71,5,38,4,307.27,0.0,1229.08,880,349.0799999999999,مكتمل,بطاقة,2025-03-17,220
9005,109,781,4,90,9,377.18,0.0,3394.62,2898,496.6199999999999,مكتمل,بطاقة,2024-04-18,322
9006,101,783,2,26,10,632.82,0.0,6328.200000000001,4500,1828.2000000000007,مكتمل,أبل باي,2024-04-10,450
9007,516,748,2,67,4,566.72,0.0,2266.88,1796,470.8800000000001,مكتمل,نقدي,2025-05-30,449
9008,259,700,1,63,8,158.01,0.05,1200.876,1008,192.87599999999998,مكتمل,تمارا,2024-09-15,126
9009,42,488,1,41,10,148.04,0.0,1480.3999999999999,1220,260.39999999999986,مكتمل,مدى,2024-02-11,122
9010,71,202,5,91,9,57.35,0.05,490.3425,414,76.34249999999997,مكتمل,مدى,2024-03-11,46
9011,241,112,2,97,3,474.99,0.0,1424.97,1143,281.97,مكتمل,مدى,2024-08-28,381
9012,110,193,4,95,6,356.76,0.0,2140.56,1860,280.55999999999995,مكتمل,بطاقة,2024-04-19,310
9013,269,629,2,97,-10,309.76,0.0,-3097.6,-2460,-637.5999999999999,ملغي,نقدي,2024-09-25,246
9014,357,203,2,26,8,434.14,0.2,2778.496,2592,186.4960000000001,مكتمل,بطاقة,2024-12-22,324
9015,308,215,1,63,4,167.1,0.05,634.9799999999999,476,158.9799999999999,مكتمل,نقدي,2024-11-03,119
9016,129,57,2,68,1,575.0,0.15,488.75,455,33.75,مكتمل,مدى,2024-05-08,455
9017,358,222,2,111,1,145.23,0.0,145.23,115,30.22999999999999,مكتمل,أبل باي,2024-12-23,115
9018,1,424,2,26,3,427.7,0.0,1283.1,1059,224.0999999999999,مكتمل,نقدي,2024-01-01,353
9019,512,346,2,68,5,366.93,0.05,1742.9175,1295,447.9175,مكتمل,بطاقة,2025-05-26,259
9020,115,425,1,81,5,341.45,0.0,1707.25,1330,377.25,مكتمل,نقدي,2024-04-24,266
9021,156,267,1,41,1,89.74,0.0,89.74,75,14.739999999999995,مكتمل,مدى,2024-06-04,75
9022,134,303,2,111,1,496.03,0.1,446.42699999999996,410,36.426999999999964,مكتمل,أبل باي,2024-05-13,410
9023,235,287,3,72,3,50.0,0.05,142.5,1404,-1261.5,مكتمل,مدى,2024-08-22,468
9024,239,237,1,94,4,510.48,0.2,1633.536,1432,201.53600000000006,مكتمل,أبل باي,2024-08-26,358
9025,63,315,3,44,9,194.57,0.0,1751.1299999999999,1305,446.1299999999999,مكتمل,بطاقة,2024-03-03,145
9026,144,569,1,93,10,118.8,0.2,950.4000000000001,890,60.40000000000009,مكتمل,نقدي,2024-05-23,89
9027,184,519,2,2,1,206.45,0.0,206.45,148,58.44999999999999,مكتمل,مدى,2024-07-02,148
9028,158,477,2,26,2,364.39,0.2,583.024,554,29.024,مكتمل,مدى,2024-06-06,277
9029,340,702,3,72,6,169.81,0.1,916.974,840,76.97400000000005,مكتمل,نقدي,2024-12-05,140
9030,71,520,1,112,4,354.51,0.0,1418.04,1172,246.03999999999996,مكتمل,بطاقة,2024-03-11,293
9031,191,481,4,116,4,186.87,0.1,672.7320000000001,536,136.73200000000008,مكتمل,بطاقة,2024-07-09,134
9032,120,471,1,12,10,307.33,0.05,2919.6349999999998,2550,369.63499999999976,مكتمل,أبل باي,2024-04-29,255
9033,532,444,1,105,1,429.73,0.2,343.78400000000005,311,32.78400000000005,مكتمل,نقدي,2025-06-15,311
9034,432,637,5,91,4,512.0,0.0,2048.0,1532,516.0,مكتمل,مدى,2025-03-07,383
9035,291,601,4,98,2,252.35,0.05,479.465,402,77.46499999999997,مكتمل,أبل باي,2024-10-17,201
9036,4,396,3,72,4,50.0,0.1,180.0,1920,-1740.0,مكتمل,نقدي,2024-01-04,480
9037,371,600,5,22,7,69.53,0.0,486.71000000000004,343,143.71000000000004,مكتمل,تمارا,2025-01-05,49
9038,124,518,3,72,4,426.81,0.0,1707.24,1316,391.24,مكتمل,نقدي,2024-05-03,329
9039,268,744,1,118,10,603.33,0.05,5731.635,4440,1291.6350000000002,مكتمل,بطاقة,2024-09-24,444
9040,78,566,4,90,1,26.98,0.0,26.98,21,5.98,مكتمل,بطاقة,2024-03-18,21
9041,366,496,3,44,10,238.35,0.0,2383.5,1790,593.5,مكتمل,بطاقة,2024-12-31,179
9042,428,704,5,22,9,484.84,0.2,3490.848,3420,70.84799999999996,مكتمل,نقدي,2025-03-03,380
9043,534,661,3,44,6,264.95,0.05,1510.2149999999997,1260,250.2149999999997,مكتمل,أبل باي,2025-06-17,210
9044,307,583,3,72,4,356.75,0.15,1212.95,1200,12.950000000000045,مكتمل,بطاقة,2024-11-02,300
9045,543,492,3,72,2,189.4,0.1,340.92,316,24.920000000000016,مكتمل,بطاقة,2025-06-26,158
9046,166,516,2,26,4,448.9,0.0,1795.6,1252,543.5999999999999,مكتمل,أبل باي,2024-06-14,313
9047,367,13,2,64,1,130.76,0.15,111.14599999999999,103,8.145999999999987,مكتمل,نقدي,2025-01-01,103
9048,520,552,1,19,6,190.8,0.1,1030.3200000000002,966,64.32000000000016,مكتمل,نقدي,2025-06-03,161
9049,293,158,2,111,9,378.12,0.15,2892.618,2745,147.61799999999994,مكتمل,أبل باي,2024-10-19,305
9050,360,510,4,98,1,279.84,0.05,265.84799999999996,227,38.847999999999956,مكتمل,مدى,2024-12-25,227
9051,189,544,3,72,1,312.0,0.1,280.8,235,45.80000000000001,مكتمل,بطاقة,2024-07-07,235
9052,75,461,1,41,1,357.74,0.0,357.74,287,70.74000000000001,مكتمل,نقدي,2024-03-15,287
9053,302,607,4,36,3,348.77,0.0,1046.31,780,266.30999999999995,مكتمل,نقدي,2024-10-28,260
9054,100,420,2,67,2,485.88,0.15,825.996,706,119.99599999999998,مكتمل,نقدي,2024-04-09,353
9055,248,391,3,72,-7,500.67,0.05,-3329.4555,-2709,-620.4555,ملغي,أبل باي,2024-09-04,387
9056,104,539,2,126,1,571.19,0.0,571.19,419,152.19000000000005,مكتمل,مدى,2024-04-13,419
9057,311,210,2,111,12,74.16,0.0,889.92,648,241.91999999999996,مكتمل,تمارا,2024-11-06,54
9058,255,286,3,44,10,104.7,0.1,942.3000000000001,760,182.30000000000007,مكتمل,نقدي,2024-09-11,76
9060,525,483,2,64,2,148.8,0.05,282.72,240,42.72000000000003,مكتمل,بطاقة,2025-06-08,120
9061,330,283,3,44,9,330.69,0.0,2976.21,2358,618.21,مكتمل,تمارا,2024-11-25,262
9062,464,164,1,4,13,162.52,0.0,2112.76,1586,526.7600000000002,مكتمل,أبل باي,2025-04-08,122
9063,306,354,2,111,3,268.16,0.1,724.032,657,67.03200000000004,مكتمل,بطاقة,2024-11-01,219
9064,415,272,3,72,2,455.53,0.1,819.954,746,73.95399999999995,مكتمل,تمارا,2025-02-18,373
9065,56,444,3,44,8,429.73,0.0,3437.84,2488,949.8400000000001,مكتمل,نقدي,2024-02-25,311
9066,270,32,5,22,8,445.36,0.1,3206.592,2536,670.5920000000001,مكتمل,بطاقة,2024-09-26,317
9067,380,50,5,22,3,690.55,0.0,2071.6499999999996,1479,592.6499999999996,مكتمل,مدى,2025-01-14,493
9068,521,759,1,66,3,191.06,0.2,458.5440000000001,426,32.544000000000096,مكتمل,مدى,2025-06-04,142
9069,456,372,1,63,4,487.41,0.0,1949.64,1688,261.6400000000001,مكتمل,بطاقة,2025-03-31,422
9070,21,281,1,63,7,268.47,0.0,1879.2900000000002,1596,283.2900000000002,مكتمل,نقدي,2024-01-21,228
9071,173,26,3,44,-4,495.7,0.0,-1982.8,-1724,-258.79999999999995,ملغي,مدى,2024-06-21,431
9072,473,273,1,5,2,537.43,0.0,1074.86,776,298.8599999999999,مكتمل,بطاقة,2025-04-17,388
9073,139,169,1,63,6,533.91,0.0,3203.46,2442,761.46,مكتمل,بطاقة,2024-05-18,407
9075,287,649,2,97,3,237.02,0.05,675.5070000000001,498,177.50700000000006,مكتمل,تمارا,2024-10-13,166
9076,282,402,4,116,8,558.19,0.0,4465.52,3104,1361.5200000000004,مكتمل,مدى,2024-10-08,388
9077,264,770,3,44,5,578.1,0.15,2456.9249999999997,2075,381.9249999999997,مكتمل,نقدي,2024-09-20,415
9078,390,256,1,118,3,331.43,0.1,894.861,687,207.861,مكتمل,بطاقة,2025-01-24,229
9079,2,674,2,64,8,382.41,0.0,3059.28,2352,707.2800000000002,مكتمل,مدى,2024-01-02,294
9080,475,449,5,91,13,228.29,0.15,2522.6045,2184,338.6044999999999,مكتمل,نقدي,2025-04-19,168
9081,466,241,3,72,2,147.86,0.0,295.72,208,87.72000000000003,مكتمل,مدى,2025-04-10,104
9082,310,711,2,9,4,322.36,0.15,1096.0240000000001,900,196.02400000000011,مكتمل,بطاقة,2024-11-05,225
9083,61,58,5,75,12,59.39,0.1,641.412,552,89.41200000000003,مكتمل,بطاقة,2024-03-01,46
9084,502,202,5,91,2,57.35,0.0,114.7,92,22.700000000000003,مكتمل,بطاقة,2025-05-16,46
9085,179,670,4,36,4,292.07,0.0,1168.28,1000,168.27999999999997,مكتمل,مدى,2024-06-27,250
