SaleKey,DateKey,ProductKey,BranchKey,EmployeeKey,Quantity,UnitPrice,DiscountRate,TotalAmount,CostAmount,ProfitAmount,OrderStatus,PaymentMethod
9545,462.0,47,3,72,13,549.97,0.0,7149.61,5603,1546.61,مكتمل,نقدي
9546,28.0,154,4,116,2,569.14,0.0,1138.28,900,238.28,مكتمل,مدى
9547,109.0,800,3,72,13,85.68,0.2,891.02,884,7.02,مكتمل,بطاقة
9548,115.0,477,3,44,9,364.39,0.05,3115.53,2493,622.53,مكتمل,تمارا
9549,406.0,50,1,5,9,690.55,0.0,6214.95,4437,1777.95,مكتمل,بطاقة
9550,,137,1,93,1,600.83,0.15,510.71,482,28.71,مكتمل,مدى
9551,21.0,213,1,66,2,435.87,0.0,871.74,748,123.74,مكتمل,أبل باي
9552,172.0,129,3,72,7,107.86,0.0,755.02,581,174.02,مكتمل,مدى
9553,289.0,337,2,126,9,523.81,0.0,4714.29,4041,673.29,مكتمل,نقدي
9554,,319,5,75,12,648.21,0.05,7389.6,5892,1497.6,مكتمل,بطاقة
9555,282.0,254,1,81,1,277.55,0.0,277.55,235,42.55,مكتمل,بطاقة
9556,227.0,278,4,90,1,41.61,0.2,33.29,31,2.29,مكتمل,بطاقة
9557,239.0,430,3,72,2,57.83,0.0,115.66,80,35.66,مكتمل,نقدي
9558,123.0,81,1,112,3,474.43,0.0,1423.29,1119,304.29,مكتمل,مدى
9559,441.0,755,2,67,4,581.57,0.2,1861.04,1800,61.04,مكتمل,تمارا
9560,493.0,409,5,38,2,594.34,0.0,1188.68,886,302.68,مكتمل,بطاقة
9561,237.0,17,4,95,1,396.91,0.0,396.91,310,86.91,مكتمل,بطاقة
9562,,754,3,44,1,161.5,0.0,161.5,128,33.5,مكتمل,مدى
9563,342.0,305,3,72,8,31.65,0.0,253.2,184,69.2,مكتمل,بطاقة
9564,523.0,31,5,75,3,126.59,0.1,341.79,318,23.79,مكتمل,بطاقة
9565,230.0,401,3,44,2,33.33,0.15,56.66,46,10.66,مكتمل,بطاقة
9566,120.0,67,3,72,7,50.0,0.0,350.0,2506,-2156.0,مكتمل,مدى
9567,540.0,380,2,67,4,521.29,0.1,1876.64,1524,352.64,مكتمل,تمارا
9568,100.0,797,1,19,11,320.73,0.05,3351.59,2805,546.59,مكتمل,تمارا
9569,114.0,407,5,22,3,412.33,0.0,1236.99,1008,228.99,مكتمل,مدى
9570,472.0,528,4,98,1,556.01,0.0,556.01,473,83.01,مكتمل,أبل باي
9571,228.0,797,1,94,1,320.73,0.05,304.69,255,49.69,مكتمل,مدى
9572,299.0,727,5,91,6,307.43,0.05,1752.36,1488,264.36,مسترجع,بطاقة
9573,200.0,480,2,26,1,70.6,0.0,70.6,54,16.6,مكتمل,مدى
9574,495.0,748,3,72,4,566.72,0.0,2266.88,1796,470.88,مكتمل,بطاقة
9575,178.0,26,2,9,1,495.7,0.0,495.7,431,64.7,مكتمل,نقدي
9576,22.0,659,3,44,10,284.52,0.0,2845.2,2410,435.2,مكتمل,نقدي
9577,165.0,182,2,84,2,674.11,0.2,1078.58,982,96.58,مكتمل,مدى
9578,454.0,451,4,90,14,222.35,0.2,2490.32,2212,278.32,مكتمل,نقدي
9579,236.0,601,1,105,5,252.35,0.0,1261.75,1005,256.75,مكتمل,بطاقة
9580,116.0,304,1,93,2,340.22,0.0,680.44,536,144.44,مكتمل,بطاقة
9581,454.0,168,5,91,14,194.69,0.2,2180.5,2184,-3.5,مكتمل,أبل باي
9582,10.0,138,1,19,6,174.44,0.2,837.3,744,93.3,مكتمل,مدى
9583,202.0,642,2,26,7,430.64,0.2,2411.57,2387,24.57,مكتمل,أبل باي
9584,283.0,674,5,75,1,382.41,0.05,363.29,294,69.29,مكتمل,أبل باي
9585,396.0,762,1,12,4,439.72,0.1,1583.0,1264,319.0,مكتمل,نقدي
9586,402.0,757,1,112,9,235.31,0.15,1800.09,1818,-17.91,مكتمل,بطاقة
9587,316.0,391,4,95,1,500.67,0.2,400.54,387,13.54,مكتمل,نقدي
9588,371.0,586,3,72,9,109.0,0.2,784.8,765,19.8,مكتمل,مدى
9589,481.0,647,2,64,11,537.76,0.0,5915.36,4664,1251.36,مكتمل,نقدي
9590,133.0,319,3,72,5,648.21,0.1,2916.95,2455,461.95,مكتمل,أبل باي
9591,268.0,132,2,89,6,541.88,0.1,2926.14,2730,196.14,مكتمل,مدى
9592,501.0,635,3,72,2,562.79,0.2,900.46,802,98.46,مكتمل,بطاقة
9593,122.0,484,2,68,3,597.17,0.1,1612.35,1332,280.35,مكتمل,مدى
9594,457.0,335,5,22,2,215.12,0.2,344.2,362,-17.8,مكتمل,أبل باي
9595,390.0,190,1,19,2,214.04,0.15,363.86,350,13.86,مكتمل,بطاقة
9596,245.0,152,2,65,9,250.72,0.2,1805.22,1764,41.22,مكتمل,مدى
9597,407.0,746,2,64,3,290.27,0.05,827.28,654,173.28,مسترجع,مدى
9598,291.0,32,2,64,6,445.36,0.0,2672.16,1902,770.16,مكتمل,نقدي
9599,294.0,586,1,123,10,109.0,0.1,981.0,850,131.0,مكتمل,نقدي
9600,377.0,729,3,72,5,676.18,0.2,2704.7,2455,249.7,مكتمل,تمارا
9601,504.0,406,4,95,4,143.44,0.05,545.08,412,133.08,مكتمل,أبل باي
9602,132.0,510,1,4,5,279.84,0.05,1329.25,1135,194.25,مكتمل,نقدي
9603,408.0,131,4,116,3,342.5,0.0,1027.5,861,166.5,مكتمل,أبل باي
9604,375.0,792,1,12,1,404.08,0.0,404.08,351,53.08,مسترجع,تمارا
9605,137.0,260,2,111,10,527.05,0.15,4479.9,3750,729.9,مكتمل,تمارا
9606,376.0,357,3,44,10,299.65,0.2,2397.2,2590,-192.8,مكتمل,تمارا
9607,296.0,687,5,38,5,660.6,0.0,3303.0,2375,928.0,مكتمل,نقدي
9608,12.0,613,2,68,3,360.21,0.0,1080.63,783,297.63,مكتمل,بطاقة
9609,520.0,615,1,105,7,58.65,0.1,369.46,315,54.46,مكتمل,تمارا
9610,51.0,388,4,54,3,403.19,0.1,1088.61,894,194.61,مكتمل,بطاقة
9611,266.0,195,4,90,10,21.41,0.2,171.3,180,-8.7,مكتمل,بطاقة
9612,175.0,339,4,90,2,634.56,0.0,1269.12,972,297.12,مكتمل,بطاقة
9613,241.0,544,3,72,2,312.0,0.2,499.2,470,29.2,مكتمل,أبل باي
9614,,650,1,93,7,175.69,0.05,50746.44316042865,1008,160.37,مكتمل,بطاقة
9615,175.0,745,2,26,5,493.93,0.0,2469.65,1925,544.65,مكتمل,بطاقة
9616,117.0,222,1,4,1,145.23,0.15,123.45,115,8.45,مكتمل,نقدي
9617,217.0,794,5,55,4,380.0,0.2,1216.0,1224,-8.0,مكتمل,بطاقة
9618,473.0,406,1,105,2,143.44,0.05,272.54,206,66.54,مكتمل,نقدي
9619,,749,4,95,10,47.25,0.0,472.5,380,92.5,مكتمل,مدى
9620,505.0,306,1,123,8,470.39,0.0,3763.12,3232,531.12,مكتمل,نقدي
9621,,263,2,126,6,525.32,0.05,2994.3,2202,792.3,مكتمل,نقدي
9622,277.0,553,2,68,2,291.04,0.15,494.76,438,56.76,مكتمل,تمارا
9623,388.0,23,1,63,4,440.29,0.2,1408.92,1384,24.92,مكتمل,مدى
9624,357.0,590,2,65,3,403.54,0.0,1210.62,975,235.62,مكتمل,مدى
9625,443.0,131,2,68,4,342.5,0.05,1301.52,1148,153.52,مكتمل,بطاقة
9626,,319,1,5,1,648.21,0.2,518.57,491,27.57,مكتمل,مدى
9627,10.0,185,4,98,8,235.75,0.0,1886.0,1552,334.0,مكتمل,بطاقة
9628,408.0,637,2,89,5,512.0,0.15,2176.0,1915,261.0,مكتمل,مدى
9629,178.0,18,1,123,1,315.13,0.1,283.62,266,17.62,مكتمل,بطاقة
9630,158.0,279,5,22,5,77.71,0.15,330.25,285,45.25,ملغي,مدى
9631,283.0,247,3,72,7,405.82,0.0,2840.74,2282,558.74,مكتمل,أبل باي
9632,516.0,363,2,17,5,53.17,0.15,225.95,210,15.95,مكتمل,نقدي
9633,26.0,734,2,103,3,669.31,0.0,2007.93,1422,585.93,مكتمل,مدى
9634,310.0,33,1,93,4,432.52,0.1,1557.08,1308,249.08,مكتمل,نقدي
9635,487.0,690,4,98,6,656.79,0.15,3349.62,2922,427.62,مكتمل,أبل باي
9636,77.0,135,2,17,5,443.54,0.0,2217.7,1710,507.7,مكتمل,أبل باي
9637,256.0,595,4,98,7,67.31,0.0,471.17,399,72.17,مكتمل,تمارا
9638,395.0,235,4,95,7,493.87,0.05,3284.26,2576,708.26,مكتمل,نقدي
9639,53.0,66,4,95,1,50.0,0.05,47.5,469,-421.5,مكتمل,بطاقة
9640,211.0,770,4,95,3,578.1,0.0,1734.3,1245,489.3,مكتمل,نقدي
9641,430.0,596,1,112,7,559.0,0.0,3913.0,2807,1106.0,مكتمل,مدى
9642,416.0,784,3,72,1,419.68,0.05,398.7,296,102.7,مكتمل,بطاقة
9643,418.0,612,5,38,6,679.53,0.0,4077.18,2940,1137.18,مكتمل,نقدي
9644,62.0,314,1,66,2,531.95,0.0,1063.9,754,309.9,مكتمل,بطاقة
9645,44.0,704,1,112,2,484.84,0.0,969.68,760,209.68,مكتمل,بطاقة
9646,347.0,598,1,123,2,404.14,0.0,808.28,674,134.28,مكتمل,مدى
9647,441.0,416,1,63,12,473.05,0.15,4825.08,3984,841.08,مكتمل,تمارا
9648,,259,1,93,4,47.46,0.2,6596.685799195378,152,-0.12,مكتمل,مدى
9649,193.0,542,3,72,4,170.89,0.0,683.56,492,191.56,مكتمل,بطاقة
9650,191.0,662,5,55,4,195.26,0.2,624.84,548,76.84,مكتمل,مدى
9651,199.0,55,1,94,2,266.72,0.0,533.44,448,85.44,مكتمل,بطاقة
9652,142.0,464,3,72,10,239.28,0.0,2392.8,1680,712.8,مكتمل,مدى
9653,536.0,273,3,72,7,537.43,0.0,3762.01,2716,1046.01,مكتمل,نقدي
9654,506.0,599,3,72,6,116.93,0.05,666.48,492,174.48,مكتمل,مدى
9655,191.0,704,1,112,1,484.84,0.15,412.11,380,32.11,مكتمل,أبل باي
9656,178.0,521,1,123,5,331.21,0.0,1656.05,1430,226.05,مكتمل,أبل باي
9657,536.0,356,3,44,2,376.69,0.1,678.04,520,158.04,مكتمل,أبل باي
9658,355.0,549,5,38,8,79.03,0.05,600.64,504,96.64,مكتمل,تمارا
9659,138.0,79,1,118,9,171.54,0.15,1312.29,1233,79.29,مكتمل,نقدي
9660,32.0,237,3,72,9,510.48,0.0,4594.32,3222,1372.32,مكتمل,نقدي
9661,474.0,550,2,97,6,569.22,0.0,3415.32,2526,889.32,مكتمل,بطاقة
9662,,248,2,111,2,407.0,0.0,814.0,656,158.0,مكتمل,نقدي
9663,429.0,753,5,22,14,549.23,0.15,6535.9,5964,571.9,مكتمل,نقدي
9664,216.0,8,4,98,3,597.34,0.0,1792.02,1434,358.02,مكتمل,مدى
9665,71.0,384,1,118,12,148.03,0.15,1509.96,1236,273.96,مكتمل,نقدي
9666,148.0,95,2,64,7,48.27,0.0,337.89,266,71.89,مكتمل,أبل باي
9667,50.0,8,4,98,9,597.34,0.1,4838.49,4302,536.49,مكتمل,مدى
9668,103.0,695,5,75,6,515.49,0.15,2629.02,2280,349.02,مكتمل,بطاقة
9669,406.0,483,2,17,3,148.8,0.0,446.4,360,86.4,مكتمل,بطاقة
9670,236.0,627,5,38,1,610.84,0.2,488.67,462,26.67,مكتمل,مدى
9671,48.0,580,2,84,2,320.37,0.15,544.62,478,66.62,مكتمل,تمارا
9672,162.0,503,1,66,1,291.85,0.1,262.67,232,30.67,مكتمل,مدى
9673,177.0,486,1,81,5,61.1,0.0,305.5,235,70.5,مكتمل,نقدي
9674,190.0,345,1,112,2,154.57,0.2,247.32,224,23.32,مكتمل,مدى
9675,455.0,628,4,54,5,304.95,0.0,1524.75,1325,199.75,مكتمل,بطاقة
9676,452.0,377,3,44,7,431.6,0.1,2719.08,2471,248.08,مكتمل,مدى
9677,371.0,467,2,126,8,131.14,0.0,1049.12,840,209.12,مكتمل,بطاقة
9678,361.0,565,3,44,2,262.12,0.1,471.82,444,27.82,مسترجع,نقدي
9679,77.0,51,4,95,9,564.3,0.2,4062.96,4176,-113.04,مكتمل,مدى
9680,418.0,625,2,65,6,333.22,0.1,1799.4,1554,245.4,مكتمل,مدى
9681,40.0,49,2,64,3,11.46,0.0,34.38,24,10.38,مكتمل,بطاقة
9682,248.0,643,2,103,7,398.8,0.05,2652.02,1932,720.02,مكتمل,نقدي
9683,493.0,294,2,89,7,465.91,0.05,3098.27,2415,683.27,مكتمل,أبل باي
9684,57.0,8,2,17,9,597.34,0.15,4569.66,4302,267.66,مكتمل,تمارا
9685,153.0,135,4,54,6,443.54,0.0,2661.24,2052,609.24,مكتمل,نقدي
9686,372.0,436,1,123,7,202.36,0.0,1416.52,1099,317.52,مكتمل,مدى
9687,91.0,683,2,111,4,420.31,0.05,1597.16,1172,425.16,مكتمل,نقدي
9688,344.0,63,3,72,3,500.49,0.05,1426.41,1191,235.41,مكتمل,مدى
9689,65.0,426,1,123,1,279.29,0.15,237.4,217,20.4,مكتمل,مدى
9690,370.0,548,3,72,9,413.02,0.1,3345.48,2988,357.48,مكتمل,أبل باي
9691,154.0,76,5,91,1,60.45,0.15,51.38,49,2.38,مكتمل,مدى
9692,78.0,35,1,41,7,614.55,0.0,4301.85,3115,1186.85,مكتمل,مدى
9693,422.0,324,5,91,6,165.18,0.05,941.52,684,257.52,مكتمل,بطاقة
9694,458.0,337,1,66,3,523.81,0.0,1571.43,1347,224.43,مكتمل,أبل باي
9695,167.0,702,3,72,1,169.81,0.05,161.32,140,21.32,مكتمل,نقدي
9696,465.0,775,3,72,6,524.84,0.2,2519.22,2622,-102.78,مكتمل,نقدي
9697,379.0,237,1,81,10,510.48,0.0,5104.8,3580,1524.8,مكتمل,أبل باي
9698,233.0,133,2,9,2,563.32,0.15,957.64,884,73.64,مكتمل,بطاقة
9699,443.0,427,4,36,8,519.34,0.2,3323.76,3344,-20.24,مكتمل,مدى
9700,8.0,579,3,72,7,317.04,0.1,1997.38,1778,219.38,مكتمل,أبل باي
9701,452.0,721,3,44,11,271.07,0.0,2981.77,2563,418.77,مكتمل,مدى
9702,334.0,150,1,41,3,515.3,0.0,1545.9,1095,450.9,مكتمل,بطاقة
9703,87.0,607,5,75,11,348.77,0.0,3836.47,2860,976.47,مكتمل,أبل باي
9704,344.0,423,2,68,4,97.15,0.0,388.6,324,64.6,مكتمل,أبل باي
9705,500.0,472,2,2,2,577.97,0.15,982.54,990,-7.46,مكتمل,نقدي
9706,152.0,601,2,65,5,252.35,0.1,1135.6,1005,130.6,مكتمل,بطاقة
9707,458.0,73,2,67,10,496.48,0.2,3971.8,3800,171.8,مكتمل,نقدي
9708,494.0,479,1,5,10,489.5,0.2,3916.0,3620,296.0,مكتمل,بطاقة
9709,478.0,555,2,67,10,315.35,0.0,3153.5,2550,603.5,مكتمل,بطاقة
9710,355.0,757,1,112,8,235.31,0.0,1882.48,1616,266.48,مكتمل,تمارا
9711,1.0,276,4,98,6,509.62,0.0,3057.72,2418,639.72,مكتمل,بطاقة
9712,196.0,352,1,93,1,165.11,0.15,140.34,128,12.34,مكتمل,بطاقة
9713,317.0,97,1,19,1,69.51,0.2,55.61,48,7.61,مكتمل,مدى
9714,468.0,416,5,38,7,473.05,0.15,2814.63,2324,490.63,مكتمل,مدى
9715,211.0,265,3,44,1,444.4,0.0,444.4,348,96.4,مكتمل,تمارا
9716,383.0,541,5,75,3,343.84,0.0,1031.52,861,170.52,مكتمل,تمارا
9717,491.0,31,2,126,2,126.59,0.0,253.18,212,41.18,مكتمل,مدى
9718,138.0,69,5,91,6,407.13,0.15,2076.36,1764,312.36,مكتمل,نقدي
9719,256.0,572,2,89,4,202.44,0.15,688.28,564,124.28,مكتمل,مدى
9720,395.0,206,2,67,7,147.09,0.2,823.69,805,18.69,مكتمل,بطاقة
9721,376.0,599,3,44,9,116.93,0.05,999.72,738,261.72,مكتمل,أبل باي
9722,400.0,504,5,55,4,127.93,0.05,486.12,400,86.12,مكتمل,نقدي
9723,221.0,177,1,118,4,284.75,0.0,1139.0,984,155.0,مكتمل,تمارا
9724,502.0,731,5,22,3,453.34,0.0,1360.02,1062,298.02,مكتمل,أبل باي
9725,233.0,165,1,5,7,394.51,0.0,2761.57,2254,507.57,مكتمل,بطاقة
9726,,20,2,2,4,379.7,0.0,1518.8,1120,398.8,مكتمل,مدى
9727,414.0,547,4,98,8,283.02,0.1,2037.76,1912,125.76,مكتمل,مدى
9728,194.0,245,5,75,5,515.78,0.0,2578.9,1955,623.9,مكتمل,مدى
9729,265.0,683,3,72,2,420.31,0.0,840.62,586,254.62,مكتمل,أبل باي
9730,214.0,35,2,68,2,614.55,0.2,983.28,890,93.28,مكتمل,تمارا
9731,527.0,206,3,72,4,147.09,0.0,588.36,460,128.36,مكتمل,مدى
9732,436.0,256,1,4,14,331.43,0.1,4176.06,3206,970.06,مكتمل,تمارا
9733,391.0,392,3,44,3,396.78,0.2,952.26,876,76.26,مكتمل,بطاقة
9734,240.0,765,4,90,2,65.68,0.0,131.36,114,17.36,مكتمل,تمارا
9735,487.0,280,5,22,4,473.25,0.2,1514.4,1580,-65.6,مكتمل,بطاقة
9736,342.0,340,2,84,7,474.18,0.2,2655.38,2310,345.38,مكتمل,بطاقة
9737,,706,1,19,1,574.96,0.0,574.96,408,166.96,مكتمل,أبل باي
9738,142.0,245,3,44,2,515.78,0.0,1031.56,782,249.56,مكتمل,مدى
9739,379.0,222,2,103,7,145.23,0.05,965.79,805,160.79,مكتمل,مدى
9740,6.0,132,2,26,6,541.88,0.15,2763.6,2730,33.6,مكتمل,مدى
9741,248.0,125,1,5,2,194.78,0.1,350.6,304,46.6,مكتمل,تمارا
9742,396.0,717,2,103,1,126.16,0.1,113.54,107,6.54,مكتمل,مدى
9743,366.0,222,4,36,10,145.23,0.15,1234.5,1150,84.5,مكتمل,نقدي
9744,386.0,655,4,36,10,480.49,0.1,4324.4,3610,714.4,مكتمل,أبل باي
9745,127.0,24,4,54,1,131.44,0.2,105.15,103,2.15,مكتمل,تمارا
9746,139.0,611,1,66,9,45.01,0.15,344.34,351,-6.66,مكتمل,نقدي
9747,51.0,344,1,105,9,517.85,0.05,4427.64,4023,404.64,مكتمل,مدى
9748,336.0,401,4,98,9,33.33,0.0,299.97,207,92.97,مكتمل,مدى
9749,523.0,491,5,75,7,50.0,0.05,332.5,777,-444.5,مكتمل,بطاقة
9750,237.0,616,3,44,2,271.82,0.0,543.64,410,133.64,مكتمل,بطاقة
9751,74.0,213,1,105,8,435.87,0.1,3138.24,2992,146.24,مكتمل,تمارا
9752,345.0,295,3,72,1,359.82,0.15,305.85,274,31.85,مكتمل,أبل باي
9753,266.0,513,1,4,3,621.67,0.1,1678.5,1470,208.5,مكتمل,بطاقة
9754,496.0,154,2,111,3,569.14,0.15,1451.31,1350,101.31,مكتمل,مدى
9755,534.0,326,1,81,4,336.21,0.1,1210.36,928,282.36,مكتمل,أبل باي
9756,419.0,435,4,54,10,95.79,0.2,766.3,700,66.3,مكتمل,أبل باي
9757,142.0,551,2,67,7,360.86,0.15,2147.11,2149,-1.89,مكتمل,تمارا
9758,151.0,266,1,123,5,139.23,0.1,626.55,485,141.55,مكتمل,أبل باي
9759,,351,5,38,9,97.85,0.05,836.64,639,197.64,مكتمل,أبل باي
9760,181.0,185,1,66,2,235.75,0.0,471.5,388,83.5,مكتمل,مدى
9761,166.0,724,1,5,1,311.3,0.05,295.74,216,79.74,مكتمل,أبل باي
9762,239.0,442,3,44,3,162.68,0.0,488.04,372,116.04,مكتمل,بطاقة
9763,390.0,290,2,89,1,293.83,0.1,264.45,219,45.45,مكتمل,أبل باي
9764,,511,3,44,1,231.62,0.05,220.04,189,31.04,مكتمل,نقدي
9765,249.0,17,1,12,3,396.91,0.15,1012.11,930,82.11,مكتمل,مدى
9766,412.0,637,4,95,1,512.0,0.05,486.4,383,103.4,مكتمل,مدى
9767,367.0,186,4,54,10,79.44,0.2,635.5,550,85.5,مكتمل,بطاقة
9768,,326,3,72,5,336.21,0.05,1597.0,1160,437.0,مكتمل,مدى
9769,532.0,311,2,84,4,512.96,0.15,1744.08,1704,40.08,مكتمل,مدى
9770,234.0,349,2,68,4,293.11,0.05,1113.8,968,145.8,مكتمل,تمارا
9771,474.0,231,2,111,9,495.05,0.1,4009.86,3483,526.86,مكتمل,نقدي
9772,164.0,549,1,94,5,79.03,0.0,395.15,315,80.15,مكتمل,نقدي
9773,444.0,668,2,103,1,50.0,0.05,47.5,233,-185.5,مكتمل,بطاقة
9774,522.0,271,4,54,2,121.61,0.0,243.22,178,65.22,مكتمل,مدى
9775,121.0,57,3,72,7,575.0,0.0,4025.0,3185,840.0,مكتمل,نقدي
9776,252.0,213,5,38,4,435.87,0.2,1394.8,1496,-101.2,مسترجع,أبل باي
9777,122.0,245,4,116,2,515.78,0.2,825.24,782,43.24,مكتمل,نقدي
9778,150.0,758,3,72,10,160.41,0.05,1523.9,1140,383.9,مكتمل,نقدي
9779,308.0,386,5,38,6,487.42,0.0,2924.52,2148,776.52,مكتمل,بطاقة
9780,134.0,733,1,4,2,366.8,0.0,733.6,578,155.6,مكتمل,أبل باي
9781,123.0,161,5,75,4,449.6,0.0,1798.4,1452,346.4,مكتمل,نقدي
9782,474.0,563,2,126,7,196.32,0.05,1305.5,994,311.5,مكتمل,مدى
9783,515.0,150,1,4,6,515.3,0.2,2473.44,2190,283.44,مكتمل,نقدي
9784,123.0,97,3,72,7,69.51,0.2,389.27,336,53.27,مكتمل,بطاقة
9785,253.0,328,2,2,2,50.0,0.2,80.0,880,-800.0,مكتمل,نقدي
9786,402.0,775,3,72,5,524.84,0.0,2624.2,2185,439.2,مكتمل,نقدي
9787,368.0,134,2,68,2,7.41,0.15,12.6,12,0.6,مكتمل,تمارا
9788,508.0,110,3,44,2,443.12,0.1,797.62,714,83.62,مكتمل,نقدي
9789,463.0,149,2,68,9,455.54,0.15,3484.89,3483,1.89,مكتمل,بطاقة
9790,324.0,468,3,44,7,341.95,0.05,2273.95,1820,453.95,مكتمل,مدى
9791,210.0,572,3,72,6,202.44,0.2,971.7,846,125.7,مكتمل,تمارا
9792,178.0,250,2,126,5,270.11,0.0,1350.55,965,385.55,مكتمل,نقدي
9793,205.0,485,4,54,5,260.53,0.0,1302.65,990,312.65,مكتمل,مدى
9794,367.0,215,3,44,10,167.1,0.1,1503.9,1190,313.9,مكتمل,نقدي
9795,236.0,459,1,81,6,146.74,0.0,880.44,612,268.44,مكتمل,مدى
9796,289.0,293,2,111,3,6.67,0.2,16.02,15,1.02,مكتمل,بطاقة
9797,113.0,491,3,72,1,50.0,0.0,50.0,111,-61.0,مكتمل,بطاقة
9798,238.0,584,3,72,1,625.9,0.0,625.9,462,163.9,مكتمل,نقدي
9799,,611,1,118,1,45.01,0.05,42.76,39,3.76,مكتمل,أبل باي
9800,275.0,347,2,111,6,50.0,0.0,300.0,954,-654.0,مكتمل,مدى
9801,245.0,18,1,41,3,315.13,0.0,945.39,798,147.39,مكتمل,تمارا
9802,,647,4,98,8,537.76,0.1,168167.7109873363,3392,479.84,مكتمل,مدى
9803,240.0,769,2,2,1,371.12,0.15,315.45,269,46.45,مكتمل,مدى
9804,331.0,422,5,75,12,563.83,0.0,6765.96,5148,1617.96,مكتمل,مدى
9805,438.0,581,1,105,5,539.85,0.05,2564.3,2060,504.3,مكتمل,نقدي
9806,306.0,535,4,98,10,309.48,0.1,2785.3,2170,615.3,مكتمل,أبل باي
9807,324.0,735,2,84,12,516.73,0.15,5270.64,4860,410.64,مكتمل,نقدي
9808,,788,3,44,4,353.32,0.1,55245.72339442029,1020,251.96,مكتمل,نقدي
9809,314.0,202,5,75,3,57.35,0.0,172.05,138,34.05,مكتمل,مدى
9810,43.0,363,1,118,3,53.17,0.15,135.57,126,9.57,مسترجع,بطاقة
9811,318.0,523,4,90,6,572.07,0.0,3432.42,2472,960.42,مكتمل,أبل باي
9812,275.0,191,3,44,6,591.83,0.0,3550.98,2574,976.98,مكتمل,مدى
9813,502.0,565,2,126,9,262.12,0.2,1887.3,1998,-110.7,مكتمل,مدى
9814,109.0,13,3,72,13,130.76,0.0,1699.88,1339,360.88,مكتمل,بطاقة
9815,355.0,135,1,93,10,443.54,0.15,3770.1,3420,350.1,مكتمل,بطاقة
9816,213.0,716,5,75,1,262.31,0.0,262.31,223,39.31,مكتمل,أبل باي
9817,16.0,731,1,93,9,453.34,0.0,4080.06,3186,894.06,مكتمل,بطاقة
9818,158.0,191,3,72,7,591.83,0.0,4142.81,3003,1139.81,مكتمل,أبل باي
9819,163.0,797,4,98,4,320.73,0.1,1154.64,1020,134.64,مكتمل,بطاقة
9820,515.0,745,1,63,4,493.93,0.15,1679.36,1540,139.36,مكتمل,أبل باي
9821,199.0,160,1,4,5,72.05,0.0,360.25,295,65.25,مكتمل,أبل باي
9822,229.0,734,4,98,1,669.31,0.0,669.31,474,195.31,مكتمل,نقدي
9823,291.0,292,1,81,1,354.43,0.0,354.43,268,86.43,مكتمل,تمارا
9824,19.0,256,3,44,8,331.43,0.1,2386.32,1832,554.32,مكتمل,نقدي
9825,250.0,334,2,2,10,224.23,0.15,1906.0,1670,236.0,مكتمل,تمارا
9826,333.0,250,1,93,7,270.11,0.0,1890.77,1351,539.77,مكتمل,بطاقة
9827,298.0,188,3,44,1,96.13,0.15,81.71,67,14.71,مكتمل,مدى
9828,253.0,324,3,72,10,165.18,0.0,1651.8,1140,511.8,مكتمل,مدى
9829,,1,4,98,8,336.65,0.0,2693.2,2336,357.2,مكتمل,بطاقة
9830,435.0,626,1,19,9,354.02,0.0,3186.18,2655,531.18,مكتمل,أبل باي
9831,155.0,105,2,65,1,512.47,0.0,512.47,364,148.47,مكتمل,نقدي
9832,167.0,242,1,105,2,569.7,0.15,968.48,848,120.48,مكتمل,بطاقة
9833,480.0,135,1,19,3,443.54,0.0,1330.62,1026,304.62,مكتمل,نقدي
9834,391.0,128,5,38,10,558.87,0.1,5029.8,4720,309.8,مكتمل,نقدي
9835,342.0,340,3,44,5,474.18,0.0,2370.9,1650,720.9,مكتمل,بطاقة
9836,213.0,107,1,112,3,344.54,0.2,826.89,849,-22.11,مكتمل,مدى
9837,83.0,100,2,2,2,278.12,0.1,500.62,448,52.62,مكتمل,مدى
9838,58.0,151,1,5,1,541.11,0.0,541.11,467,74.11,مكتمل,مدى
9839,189.0,717,1,118,2,126.16,0.2,201.86,214,-12.14,مكتمل,تمارا
9840,125.0,318,2,97,4,47.61,0.15,161.88,156,5.88,مكتمل,نقدي
9841,253.0,701,3,72,2,585.96,0.1,1054.72,996,58.72,مكتمل,بطاقة
9842,373.0,581,3,44,8,539.85,0.05,4102.88,3296,806.88,مكتمل,مدى
9843,461.0,710,3,44,2,65.07,0.0,130.14,104,26.14,مكتمل,تمارا
9844,365.0,471,3,72,1,307.33,0.0,307.33,255,52.33,مكتمل,نقدي
9845,36.0,326,5,91,9,336.21,0.0,3025.89,2088,937.89,مكتمل,بطاقة
9846,513.0,412,3,44,1,160.5,0.15,136.42,125,11.42,مكتمل,مدى
9847,303.0,764,3,72,4,215.15,0.05,817.56,636,181.56,مكتمل,نقدي
9848,535.0,609,3,44,7,623.75,0.05,4147.92,3115,1032.92,مكتمل,تمارا
9849,379.0,134,3,44,6,7.41,0.05,42.24,36,6.24,مكتمل,مدى
9850,195.0,775,2,9,4,524.84,0.05,1994.4,1748,246.4,مكتمل,نقدي
9851,218.0,504,5,91,3,127.93,0.2,307.02,300,7.02,مكتمل,نقدي
9852,472.0,378,1,94,10,286.14,0.0,2861.4,2300,561.4,مكتمل,بطاقة
