DateKey,Date,Year,Quarter,Month,Day,MonthNameAr,DayNameAr,IsWeekend,IsHoliday
419,2025-02-22,2025,1,2,22,فبراير,السبت,True,False
420,2025-02-23,2025,1,2,23,فبراير,الأحد,False,False
421,2025-02-24,2025,1,2,24,فبراير,الإثنين,False,False
422,2025-02-25,2025,1,2,25,فبراير,الثلاثاء,False,False
423,2025-02-26,2025,1,2,26,فبراير,الأربعاء,False,False
424,2025-02-27,2025,1,2,27,فبراير,الخميس,False,False
425,2025-02-28,2025,1,2,28,فبراير,الجمعة,True,False
426,2025-03-01,2025,1,3,1,مارس,السبت,True,False
427,2025-03-02,2025,1,3,2,مارس,الأحد,False,False
428,2025-03-03,2025,1,3,3,مارس,الإثنين,False,False
429,2025-03-04,2025,1,3,4,مارس,الثلاثاء,False,False
430,2025-03-05,2025,1,3,5,مارس,الأربعاء,False,False
431,2025-03-06,2025,1,3,6,مارس,الخميس,False,False
432,2025-03-07,2025,1,3,7,مارس,الجمعة,True,False
433,2025-03-08,2025,1,3,8,مارس,السبت,True,False
434,2025-03-09,2025,1,3,9,مارس,الأحد,False,False
435,2025-03-10,2025,1,3,10,مارس,الإثنين,False,False
436,2025-03-11,2025,1,3,11,مارس,الثلاثاء,False,False
437,2025-03-12,2025,1,3,12,مارس,الأربعاء,False,False
438,2025-03-13,2025,1,3,13,مارس,الخميس,False,False
439,2025-03-14,2025,1,3,14,مارس,الجمعة,True,False
440,2025-03-15,2025,1,3,15,مارس,السبت,True,False
441,2025-03-16,2025,1,3,16,مارس,الأحد,False,False
442,2025-03-17,2025,1,3,17,مارس,الإثنين,False,False
443,2025-03-18,2025,1,3,18,مارس,الثلاثاء,False,False
444,2025-03-19,2025,1,3,19,مارس,الأربعاء,False,False
445,2025-03-20,2025,1,3,20,مارس,الخميس,False,False
446,2025-03-21,2025,1,3,21,مارس,الجمعة,True,False
447,2025-03-22,2025,1,3,22,مارس,السبت,True,False
448,2025-03-23,2025,1,3,23,مارس,الأحد,False,False
449,2025-03-24,2025,1,3,24,مارس,الإثنين,False,False
450,2025-03-25,2025,1,3,25,مارس,الثلاثاء,False,False
451,2025-03-26,2025,1,3,26,مارس,الأربعاء,False,False
452,2025-03-27,2025,1,3,27,مارس,الخميس,False,False
453,2025-03-28,2025,1,3,28,مارس,الجمعة,True,False
454,2025-03-29,2025,1,3,29,مارس,السبت,True,False
455,2025-03-30,2025,1,3,30,مارس,الأحد,False,False
456,2025-03-31,2025,1,3,31,مارس,الإثنين,False,False
457,2025-04-01,2025,2,4,1,أبريل,الثلاثاء,False,True
458,2025-04-02,2025,2,4,2,أبريل,الأربعاء,False,True
459,2025-04-03,2025,2,4,3,أبريل,الخميس,False,True
460,2025-04-04,2025,2,4,4,أبريل,الجمعة,True,False
461,2025-04-05,2025,2,4,5,أبريل,السبت,True,False
462,2025-04-06,2025,2,4,6,أبريل,الأحد,False,False
463,2025-04-07,2025,2,4,7,أبريل,الإثنين,False,False
464,2025-04-08,2025,2,4,8,أبريل,الثلاثاء,False,False
465,2025-04-09,2025,2,4,9,أبريل,الأربعاء,False,False
466,2025-04-10,2025,2,4,10,أبريل,الخميس,False,False
467,2025-04-11,2025,2,4,11,أبريل,الجمعة,True,False
468,2025-04-12,2025,2,4,12,أبريل,السبت,True,False
469,2025-04-13,2025,2,4,13,أبريل,الأحد,False,False
470,2025-04-14,2025,2,4,14,أبريل,الإثنين,False,False
471,2025-04-15,2025,2,4,15,أبريل,الثلاثاء,False,False
472,2025-04-16,2025,2,4,16,أبريل,الأربعاء,False,False
473,2025-04-17,2025,2,4,17,أبريل,الخميس,False,False
474,2025-04-18,2025,2,4,18,أبريل,الجمعة,True,False
475,2025-04-19,2025,2,4,19,أبريل,السبت,True,False
476,2025-04-20,2025,2,4,20,أبريل,الأحد,False,False
477,2025-04-21,2025,2,4,21,أبريل,الإثنين,False,False
478,2025-04-22,2025,2,4,22,أبريل,الثلاثاء,False,False
479,2025-04-23,2025,2,4,23,أبريل,الأربعاء,False,False
480,2025-04-24,2025,2,4,24,أبريل,الخميس,False,False
481,2025-04-25,2025,2,4,25,أبريل,الجمعة,True,False
482,2025-04-26,2025,2,4,26,أبريل,السبت,True,False
483,2025-04-27,2025,2,4,27,أبريل,الأحد,False,False
484,2025-04-28,2025,2,4,28,أبريل,الإثنين,False,False
485,2025-04-29,2025,2,4,29,أبريل,الثلاثاء,False,False
486,2025-04-30,2025,2,4,30,أبريل,الأربعاء,False,False
487,2025-05-01,2025,2,5,1,مايو,الخميس,False,False
488,2025-05-02,2025,2,5,2,مايو,الجمعة,True,False
489,2025-05-03,2025,2,5,3,مايو,السبت,True,False
490,2025-05-04,2025,2,5,4,مايو,الأحد,False,False
491,2025-05-05,2025,2,5,5,مايو,الإثنين,False,False
492,2025-05-06,2025,2,5,6,مايو,الثلاثاء,False,False
493,2025-05-07,2025,2,5,7,مايو,الأربعاء,False,False
494,2025-05-08,2025,2,5,8,مايو,الخميس,False,False
495,2025-05-09,2025,2,5,9,مايو,الجمعة,True,False
496,2025-05-10,2025,2,5,10,مايو,السبت,True,False
497,2025-05-11,2025,2,5,11,مايو,الأحد,False,False
498,2025-05-12,2025,2,5,12,مايو,الإثنين,False,False
499,2025-05-13,2025,2,5,13,مايو,الثلاثاء,False,False
500,2025-05-14,2025,2,5,14,مايو,الأربعاء,False,False
501,2025-05-15,2025,2,5,15,مايو,الخميس,False,False
502,2025-05-16,2025,2,5,16,مايو,الجمعة,True,False
503,2025-05-17,2025,2,5,17,مايو,السبت,True,False
504,2025-05-18,2025,2,5,18,مايو,الأحد,False,False
505,2025-05-19,2025,2,5,19,مايو,الإثنين,False,False
506,2025-05-20,2025,2,5,20,مايو,الثلاثاء,False,False
507,2025-05-21,2025,2,5,21,مايو,الأربعاء,False,False
508,2025-05-22,2025,2,5,22,مايو,الخميس,False,False
509,2025-05-23,2025,2,5,23,مايو,الجمعة,True,False
510,2025-05-24,2025,2,5,24,مايو,السبت,True,False
511,2025-05-25,2025,2,5,25,مايو,الأحد,False,False
512,2025-05-26,2025,2,5,26,مايو,الإثنين,False,False
513,2025-05-27,2025,2,5,27,مايو,الثلاثاء,False,False
514,2025-05-28,2025,2,5,28,مايو,الأربعاء,False,False
515,2025-05-29,2025,2,5,29,مايو,الخميس,False,False
516,2025-05-30,2025,2,5,30,مايو,الجمعة,True,False
517,2025-05-31,2025,2,5,31,مايو,السبت,True,False
518,2025-06-01,2025,2,6,1,يونيو,الأحد,False,False
519,2025-06-02,2025,2,6,2,يونيو,الإثنين,False,False
520,2025-06-03,2025,2,6,3,يونيو,الثلاثاء,False,False
521,2025-06-04,2025,2,6,4,يونيو,الأربعاء,False,False
522,2025-06-05,2025,2,6,5,يونيو,الخميس,False,False
523,2025-06-06,2025,2,6,6,يونيو,الجمعة,True,False
524,2025-06-07,2025,2,6,7,يونيو,السبت,True,False
525,2025-06-08,2025,2,6,8,يونيو,الأحد,False,False
526,2025-06-09,2025,2,6,9,يونيو,الإثنين,False,False
527,2025-06-10,2025,2,6,10,يونيو,الثلاثاء,False,False
528,2025-06-11,2025,2,6,11,يونيو,الأربعاء,False,False
529,2025-06-12,2025,2,6,12,يونيو,الخميس,False,False
530,2025-06-13,2025,2,6,13,يونيو,الجمعة,True,False
531,2025-06-14,2025,2,6,14,يونيو,السبت,True,False
532,2025-06-15,2025,2,6,15,يونيو,الأحد,False,False
533,2025-06-16,2025,2,6,16,يونيو,الإثنين,False,False
534,2025-06-17,2025,2,6,17,يونيو,الثلاثاء,False,False
535,2025-06-18,2025,2,6,18,يونيو,الأربعاء,False,False
536,2025-06-19,2025,2,6,19,يونيو,الخميس,False,False
537,2025-06-20,2025,2,6,20,يونيو,الجمعة,True,False
538,2025-06-21,2025,2,6,21,يونيو,السبت,True,False
539,2025-06-22,2025,2,6,22,يونيو,الأحد,False,False
540,2025-06-23,2025,2,6,23,يونيو,الإثنين,False,False
541,2025-06-24,2025,2,6,24,يونيو,الثلاثاء,False,False
542,2025-06-25,2025,2,6,25,يونيو,الأربعاء,False,False
543,2025-06-26,2025,2,6,26,يونيو,الخميس,False,False
544,2025-06-27,2025,2,6,27,يونيو,الجمعة,True,False
545,2025-06-28,2025,2,6,28,يونيو,السبت,True,False
546,2025-06-29,2025,2,6,29,يونيو,الأحد,False,False
547,2025-06-30,2025,2,6,30,يونيو,الإثنين,False,False
