ProductKey,ProductName,Category,SubCategory,UnitCost,UnitPrice,Supplier,StockQuantity,ReorderPoint,IsActive
277,Odio شوكولاتة,استهلاكية,شوكولاتة,423,511.79,آل بن ظافر LLC,309,37,True
278,Adipisci شوكولاتة,استهلاكية,شوكولاتة,31,41.61,آل محمد بن علي بن جماز-آل خضير,447,67,True
279,Aut شوكولاتة,استهلاكية,شوكولاتة,57,77.71,آل صفوان-الحكير,264,35,True
280,Dolorem شوكولاتة,استهلاكية,شوكولاتة,395,473.25,"آل جعفر, المهيدب and آل حسين",230,85,True
281,Labore شوكولاتة,استهلاكية,شوكولاتة,228,268.47,"حنبولي, العقيل and آل العسكري",466,48,True
282,Non شوكولاتة,استهلاكية,شوكولاتة,457,573.48,"آل صفوان, حجار and الراشد",13,73,True
283,Dolore شوكولاتة,استهلاكية,شوكولاتة,262,330.69,آل خضير LLC,197,30,True
284,Enim شوكولاتة,استهلاكية,شوكولاتة,19,23.67,الدباغ Ltd,50,62,True
285,Quod شوكولاتة,استهلاكية,شوكولاتة,75,87.11,"المهنا, آل محمد بن علي بن جماز and كانو",469,80,True
286,Id شوكولاتة,استهلاكية,شوكولاتة,76,104.7,آل قصير-آل خضير,240,77,True
287,Architecto شوكولاتة,استهلاكية,شوكولاتة,468,,بقشان-المهيدب,131,47,True
288,Porro شوكولاتة,استهلاكية,شوكولاتة,285,408.14,آل بن لافي LLC,311,87,True
289,A بسكويت,استهلاكية,بسكويت,402,497.05,آل حسين-آل مقطة,154,35,False
290,Ut بسكويت,استهلاكية,بسكويت,219,293.83,"حجار, العقيل and آل عطفة",318,78,True
291,Consequatur بسكويت,استهلاكية,بسكويت,433,615.53,آل علي and Sons,305,88,False
292,Tempore بسكويت,استهلاكية,بسكويت,268,354.43,آل حسين-العقيل,367,38,True
293,Cum بسكويت,استهلاكية,بسكويت,5,6.67,الخرافي-العقيل,123,93,True
294,Porro بسكويت,استهلاكية,بسكويت,345,465.91,"آل محمد بن علي بن جماز, آل حسين and فصيل",268,66,True
295,Quisquam بسكويت,استهلاكية,بسكويت,274,359.82,آل عايض-الحجار,402,84,True
296,Modi بسكويت,استهلاكية,بسكويت,204,288.05,آل عايض-الشايع,22,69,True
297,Aperiam بسكويت,استهلاكية,بسكويت,134,184.14,الشايع-العجلان,182,28,True
298,Fuga بسكويت,استهلاكية,بسكويت,380,511.91,آل معيض PLC,53,94,True
299,Assumenda بسكويت,استهلاكية,بسكويت,175,208.25,كانو Inc,180,89,True
300,Blanditiis بسكويت,استهلاكية,بسكويت,334,401.64,"الجفالي, المهنا and الدباغ",398,79,True
301,Repudiandae بسكويت,استهلاكية,بسكويت,250,334.88,المهيدب Inc,415,37,True
302,Molestias بسكويت,استهلاكية,بسكويت,402,576.1,"الدباغ, المهنا and مهنا",18,57,True
303,Pariatur بسكويت,استهلاكية,بسكويت,410,496.03,"آل قصير, العقيل and أبا الخيل",21,60,True
304,Beatae بسكويت,استهلاكية,بسكويت,268,340.22,آل بن ظافر-المشاولة,417,89,True
305,Rem بسكويت,استهلاكية,بسكويت,23,31.65,"بقشان, مهنا and حنبولي",97,56,True
306,Dignissimos بسكويت,استهلاكية,بسكويت,404,470.39,الشايع and Sons,335,62,True
307,Doloremque بسكويت,استهلاكية,بسكويت,414,521.81,آل عطفة and Sons,455,71,True
308,Animi بسكويت,استهلاكية,بسكويت,463,665.3,آل حسين-مهنا,173,43,True
309,Nostrum بسكويت,استهلاكية,بسكويت,259,326.39,شربتلي and Sons,408,86,True
310,Saepe بسكويت,استهلاكية,بسكويت,47,64.3,أبو داوود-آل جعفر,40,75,True
311,Commodi بسكويت,استهلاكية,بسكويت,426,512.96,المهيدب-الخرافي,150,61,True
312,Quod بسكويت,استهلاكية,بسكويت,172,231.9,آل معيض-المغاولة,156,77,True
313,Officia بسكويت,استهلاكية,بسكويت,223,267.6,حنبولي PLC,227,64,True
314,Quasi بسكويت,استهلاكية,بسكويت,377,531.95,آل رفيع-الدباغ,180,98,True
315,Distinctio بسكويت,استهلاكية,بسكويت,145,194.57,بقشان PLC,405,27,True
316,Reprehenderit بسكويت,استهلاكية,بسكويت,331,420.99,آل خضير PLC,262,40,True
317,Consequuntur بسكويت,استهلاكية,بسكويت,78,109.56,المهنا-الجفالي,347,76,False
318,Neque بسكويت,استهلاكية,بسكويت,39,47.61,الحكير-فصيل,330,66,True
319,Placeat بسكويت,استهلاكية,بسكويت,491,648.21,"حجار, العقيل and آل بن ظافر",309,39,True
320,Doloribus بسكويت,استهلاكية,بسكويت,490,618.03,الخرافي-آل سلطان,227,29,True
321,Sit أدوات مطبخ,منزلية,أدوات مطبخ,276,347.78,"مهنا, الخرافي and آل بن ظافر",160,55,True
322,Nam أدوات مطبخ,منزلية,أدوات مطبخ,63,72.94,آل قصير-آل بن لافي,95,83,True
323,Pariatur أدوات مطبخ,منزلية,أدوات مطبخ,472,622.33,الحجار-آل العسكري,134,53,True
324,Labore أدوات مطبخ,منزلية,أدوات مطبخ,114,165.18,أبا الخيل-آل معيض,146,82,True
325,Porro أدوات مطبخ,منزلية,أدوات مطبخ,74,104.03,"مهنا, آل خضير and آل عواض",231,42,True
326,Deleniti أدوات مطبخ,منزلية,أدوات مطبخ,232,336.21,الشايع-أبو داوود,414,60,True
327,Fugiat أدوات مطبخ,منزلية,أدوات مطبخ,368,430.37,"الدباغ, حجار and فصيل",277,57,True
328,Commodi أدوات مطبخ,منزلية,أدوات مطبخ,440,,الشايع and Sons,363,42,True
329,Nemo أدوات مطبخ,منزلية,أدوات مطبخ,265,322.58,"العليان, المغاولة and الحجار",102,37,True
330,Aspernatur أدوات مطبخ,منزلية,أدوات مطبخ,257,297.58,"آل صفوان, آل جعفر and أبا الخيل",283,93,True
331,Voluptatum أدوات مطبخ,منزلية,أدوات مطبخ,416,601.08,"الخرافي, آل سعود and المغاولة",66,98,True
332,Reiciendis أدوات مطبخ,منزلية,أدوات مطبخ,38,47.23,آل عايض and Sons,367,81,True
333,Eligendi أدوات مطبخ,منزلية,أدوات مطبخ,398,506.59,آل قصير Inc,294,29,True
334,Odit أدوات مطبخ,منزلية,أدوات مطبخ,167,224.23,الحجار Ltd,230,79,True
335,Eius أدوات مطبخ,منزلية,أدوات مطبخ,181,215.12,الحجار-العجلان,424,90,True
336,Quae أدوات مطبخ,منزلية,أدوات مطبخ,98,135.27,شربتلي-آل رفيع,66,75,True
337,Vero أدوات مطبخ,منزلية,أدوات مطبخ,449,523.81,آل قصير LLC,63,86,True
338,Porro أدوات مطبخ,منزلية,أدوات مطبخ,89,106.67,"الشايع, آل عايض and العقيل",478,48,True
339,Repudiandae أدوات مطبخ,منزلية,أدوات مطبخ,486,634.56,"الجفالي, الجفالي and آل صفوان",145,30,True
340,Facilis أدوات مطبخ,منزلية,أدوات مطبخ,330,474.18,"آل حسين, آل مقطة and آل العسكري",140,36,True
341,Molestiae أدوات مطبخ,منزلية,أدوات مطبخ,319,417.9,آل صفوان PLC,257,41,True
342,Error أدوات مطبخ,منزلية,أدوات مطبخ,302,361.27,فصيل and Sons,337,99,True
343,Veritatis أدوات مطبخ,منزلية,أدوات مطبخ,314,392.9,آل معيض Ltd,473,92,False
344,Nemo أدوات مطبخ,منزلية,أدوات مطبخ,447,517.85,"آل العسكري, مهنا and آل الشيخ",23,93,True
345,Pariatur أدوات مطبخ,منزلية,أدوات مطبخ,112,154.57,فصيل and Sons,213,99,True
346,Sapiente أدوات مطبخ,منزلية,أدوات مطبخ,259,366.93,آل عواض LLC,279,57,True
347,Sequi أدوات مطبخ,منزلية,أدوات مطبخ,159,,فصيل-آل معيض,412,71,True
348,Nisi أدوات مطبخ,منزلية,أدوات مطبخ,42,56.98,الجفالي-العجلان,80,76,True
349,Explicabo أدوات مطبخ,منزلية,أدوات مطبخ,242,293.11,العجلان LLC,310,38,True
350,Veritatis أدوات مطبخ,منزلية,أدوات مطبخ,372,463.44,"حنبولي, الخرافي and بن لادن",440,64,True
351,Corporis أدوات مطبخ,منزلية,أدوات مطبخ,71,97.85,المشاولة Ltd,263,91,True
352,Minima أدوات مطبخ,منزلية,أدوات مطبخ,128,165.11,"فصيل, حجار and حجار",136,77,True
353,Id منظفات,منزلية,منظفات,54,62.92,مهنا-آل خضير,484,69,True
354,Perspiciatis منظفات,منزلية,منظفات,219,268.16,الجابر LLC,443,40,True
355,Tempore منظفات,منزلية,منظفات,483,639.16,آل معيض-آل محمد بن علي بن جماز,160,44,True
356,Ullam منظفات,منزلية,منظفات,260,376.69,"فصيل, أبا الخيل and آل عطفة",239,83,True
357,Distinctio منظفات,منزلية,منظفات,259,299.65,"آل قصير, آل بن لافي and حجار",483,70,True
358,Necessitatibus منظفات,منزلية,منظفات,499,609.89,"أبو داوود, مهنا and آل سعود",298,65,False
359,Alias منظفات,منزلية,منظفات,149,193.47,"العليان, آل مقطة and آل محمد بن علي بن جماز",451,80,True
360,Nihil منظفات,منزلية,منظفات,9,12.64,الحكير-آل بن ظافر,220,37,True
361,Reprehenderit منظفات,منزلية,منظفات,377,474.92,"بقشان, آل عطفة and الجابر",206,66,False
362,Est منظفات,منزلية,منظفات,31,40.95,"المهنا, شربتلي and العقيل",99,66,True
363,Velit منظفات,منزلية,منظفات,42,53.17,المشاولة-أبا الخيل,230,90,True
364,Dolores منظفات,منزلية,منظفات,324,438.73,"المهيدب, آل عايض and آل مقطة",60,36,True
365,Consequatur منظفات,منزلية,منظفات,206,259.96,آل سعود-آل محمد بن علي بن جماز,173,91,True
366,Ratione منظفات,منزلية,منظفات,391,466.57,مهنا LLC,308,85,True
367,Ullam منظفات,منزلية,منظفات,25,29.09,آل عواض LLC,70,62,True
368,Et منظفات,منزلية,منظفات,270,347.52,"أبا الخيل, الدباغ and الجابر",310,85,True
369,Minima منظفات,منزلية,منظفات,481,641.62,بن لادن-آل مقطة,83,70,True
370,Officiis منظفات,منزلية,منظفات,383,537.26,العقيل Inc,303,63,True
371,Tempora منظفات,منزلية,منظفات,265,347.07,"بن لادن, حنبولي and آل جعفر",362,92,True
372,Optio منظفات,منزلية,منظفات,422,487.41,المشاولة Inc,169,34,True
373,Vero منظفات,منزلية,منظفات,303,376.42,المغاولة-أبا الخيل,460,100,False
374,Neque منظفات,منزلية,منظفات,247,303.73,آل سلطان and Sons,335,94,True
375,Eligendi منظفات,منزلية,منظفات,374,435.86,الدباغ-بقشان,245,41,True
376,Officia منظفات,منزلية,منظفات,374,499.63,أبو داوود Ltd,430,68,True
377,Ducimus منظفات,منزلية,منظفات,353,431.6,العليان LLC,293,34,True
378,Suscipit منظفات,منزلية,منظفات,230,286.14,أبو داوود Ltd,77,72,True
379,Aspernatur منظفات,منزلية,منظفات,215,279.62,الشايع LLC,313,80,True
380,Eos منظفات,منزلية,منظفات,381,521.29,بقشان and Sons,361,37,True
381,Porro منظفات,منزلية,منظفات,292,364.27,آل سعود PLC,339,81,True
382,Nostrum منظفات,منزلية,منظفات,165,237.11,"الراشد, الخرافي and الراشد",235,88,True
383,Perferendis منظفات,منزلية,منظفات,186,251.61,آل الشيخ-آل بن ظافر,444,53,True
384,Quibusdam منظفات,منزلية,منظفات,103,148.03,الحجار Inc,142,91,True
385,Iste ورقيات,منزلية,ورقيات,487,702.19,"آل عطفة, آل العسكري and مهنا",152,56,True
386,Ab ورقيات,منزلية,ورقيات,358,487.42,"آل قصير, آل عواض and الجفالي",162,81,True
387,Ipsa ورقيات,منزلية,ورقيات,483,690.86,آل خضير Group,369,55,True
388,Provident ورقيات,منزلية,ورقيات,298,403.19,"أبا الخيل, آل صفوان and آل جعفر",194,70,True
389,Aperiam ورقيات,منزلية,ورقيات,493,681.29,آل مقطة-العجلان,74,57,False
390,Quasi ورقيات,منزلية,ورقيات,494,673.94,"المغاولة, الجابر and الراشد",177,76,True
391,Vitae ورقيات,منزلية,ورقيات,387,500.67,الجابر Group,103,88,True
392,Magnam ورقيات,منزلية,ورقيات,292,396.78,آل صفوان Group,70,33,True
393,Ad ورقيات,منزلية,ورقيات,305,372.64,آل عواض Ltd,25,87,True
394,Delectus ورقيات,منزلية,ورقيات,124,144.55,آل العسكري PLC,211,62,True
395,Quae ورقيات,منزلية,ورقيات,56,75.84,آل رفيع LLC,70,20,True
396,Totam ورقيات,منزلية,ورقيات,480,,الحكير Ltd,334,80,True
397,Facere ورقيات,منزلية,ورقيات,107,147.31,"حنبولي, آل بن لافي and حجار",147,61,True
398,Architecto ورقيات,منزلية,ورقيات,35,49.78,"آل خضير, فصيل and آل العسكري",45,93,True
399,Architecto ورقيات,منزلية,ورقيات,383,523.54,"آل رفيع, الدباغ and الشايع",479,24,True
400,Modi ورقيات,منزلية,ورقيات,94,119.88,المهيدب LLC,428,42,True
401,Pariatur ورقيات,منزلية,ورقيات,23,33.33,"آل سلطان, آل علي and مهنا",203,83,True
402,Suscipit ورقيات,منزلية,ورقيات,388,558.19,أبا الخيل Group,474,57,True
403,Ut ورقيات,منزلية,ورقيات,9,11.16,كانو PLC,308,33,True
404,Fugit ورقيات,منزلية,ورقيات,176,217.42,"حجار, آل سعود and الدباغ",328,89,True
405,Corporis ورقيات,منزلية,ورقيات,460,658.52,"حنبولي, آل رفيع and آل مقطة",435,84,True
406,Cum ورقيات,منزلية,ورقيات,103,143.44,العليان and Sons,169,40,True
407,Sequi ورقيات,منزلية,ورقيات,336,412.33,آل محمد بن علي بن جماز PLC,95,21,True
408,Eligendi ورقيات,منزلية,ورقيات,409,506.55,الدباغ-آل مقطة,345,44,True
409,Dolorem ورقيات,منزلية,ورقيات,443,594.34,المهيدب Group,207,74,True
410,Eos ورقيات,منزلية,ورقيات,49,62.24,"العقيل, الجابر and آل قصير",48,43,True
411,A ورقيات,منزلية,ورقيات,249,310.52,كانو Inc,127,20,True
412,Culpa ورقيات,منزلية,ورقيات,125,160.5,"كانو, العليان and آل سلطان",136,62,True
413,Consectetur ورقيات,منزلية,ورقيات,375,495.7,"آل جعفر, آل خضير and آل محمد بن علي بن جماز",133,66,True
414,Temporibus ورقيات,منزلية,ورقيات,36,48.61,العجلان LLC,238,59,True
415,Fuga ورقيات,منزلية,ورقيات,356,463.07,آل بن لافي-آل خضير,458,59,True
416,Doloribus ورقيات,منزلية,ورقيات,332,473.05,آل مقطة LLC,151,67,True
417,Veritatis بلاستيكيات,منزلية,بلاستيكيات,117,168.15,الراشد-آل رفيع,244,39,True
418,Consequatur بلاستيكيات,منزلية,بلاستيكيات,315,397.56,آل الشيخ and Sons,359,90,True
419,Ut بلاستيكيات,منزلية,بلاستيكيات,392,514.01,"آل صفوان, الجابر and الجفالي",340,47,True
420,Nulla بلاستيكيات,منزلية,بلاستيكيات,353,485.88,"آل معيض, آل حسين and الحجار",447,30,True
421,Laboriosam بلاستيكيات,منزلية,بلاستيكيات,275,374.31,آل رفيع Group,39,92,True
422,Natus بلاستيكيات,منزلية,بلاستيكيات,429,563.83,آل معيض-الحكير,258,45,True
423,Voluptas بلاستيكيات,منزلية,بلاستيكيات,81,97.15,الدباغ-فصيل,437,86,True
424,Doloremque بلاستيكيات,منزلية,بلاستيكيات,353,427.7,آل سعود Ltd,298,82,True
425,Assumenda بلاستيكيات,منزلية,بلاستيكيات,266,341.45,آل خضير Group,28,78,True
426,Rerum بلاستيكيات,منزلية,بلاستيكيات,217,279.29,بقشان-مهنا,29,91,True
427,Nulla بلاستيكيات,منزلية,بلاستيكيات,418,519.34,حنبولي Group,11,70,True
428,Magnam بلاستيكيات,منزلية,بلاستيكيات,6,8.24,"آل العسكري, مهنا and آل سعود",296,29,False
429,Perspiciatis بلاستيكيات,منزلية,بلاستيكيات,181,246.18,آل رفيع-الدباغ,277,27,True
430,Nulla بلاستيكيات,منزلية,بلاستيكيات,40,57.83,آل جعفر LLC,241,24,True
431,Ullam بلاستيكيات,منزلية,بلاستيكيات,97,133.93,آل الشيخ-مهنا,392,73,True
432,Qui بلاستيكيات,منزلية,بلاستيكيات,461,583.05,"بقشان, بقشان and آل عواض",445,68,True
433,Velit بلاستيكيات,منزلية,بلاستيكيات,354,509.49,المغاولة-المغاولة,447,89,True
434,Voluptas بلاستيكيات,منزلية,بلاستيكيات,445,558.18,"حنبولي, آل خضير and الراشد",91,88,True
435,Ut بلاستيكيات,منزلية,بلاستيكيات,70,95.79,"آل قصير, العقيل and الجفالي",114,20,True
436,Ut بلاستيكيات,منزلية,بلاستيكيات,157,202.36,"فصيل, الحكير and آل سلطان",368,89,True
437,Quos بلاستيكيات,منزلية,بلاستيكيات,199,278.0,"آل بن لافي, آل الشيخ and فصيل",126,78,True
438,Dolore بلاستيكيات,منزلية,بلاستيكيات,146,176.16,"العقيل, العليان and آل صفوان",448,34,False
439,Autem بلاستيكيات,منزلية,بلاستيكيات,343,437.59,أبو داوود-آل قصير,392,22,True
440,Iure بلاستيكيات,منزلية,بلاستيكيات,39,46.03,آل بن لافي-المشاولة,17,77,True
441,Et بلاستيكيات,منزلية,بلاستيكيات,365,515.26,"فصيل, الحكير and الخرافي",125,25,True
442,Ex بلاستيكيات,منزلية,بلاستيكيات,124,162.68,العجلان Group,386,27,True
443,Rem بلاستيكيات,منزلية,بلاستيكيات,153,186.7,آل حسين-العليان,469,93,True
444,Occaecati بلاستيكيات,منزلية,بلاستيكيات,311,429.73,آل رفيع-العليان,419,61,True
445,Ullam بلاستيكيات,منزلية,بلاستيكيات,453,540.42,آل خضير Group,338,86,True
446,Neque بلاستيكيات,منزلية,بلاستيكيات,158,194.74,المهيدب PLC,285,95,True
447,A بلاستيكيات,منزلية,بلاستيكيات,471,566.4,حجار PLC,347,74,True
448,Tempore بلاستيكيات,منزلية,بلاستيكيات,29,41.81,المشاولة-المهيدب,482,68,True
449,Enim منظمات,منزلية,منظمات,168,228.29,"كانو, العجلان and الجابر",209,39,True
450,Maiores منظمات,منزلية,منظمات,99,136.26,آل عواض Group,242,50,True
451,Iure منظمات,منزلية,منظمات,158,222.35,"حنبولي, حجار and العقيل",73,79,True
452,Unde منظمات,منزلية,منظمات,292,371.95,الشايع-آل رفيع,213,91,True
453,Consequatur منظمات,منزلية,منظمات,203,248.24,"آل عواض, آل الشيخ and الجابر",104,62,True
454,Libero منظمات,منزلية,منظمات,477,612.91,"آل مقطة, المهيدب and المغاولة",189,31,True
455,Minima منظمات,منزلية,منظمات,429,517.86,"آل خضير, آل بن ظافر and آل صفوان",137,68,True
456,Possimus منظمات,منزلية,منظمات,313,363.66,الدباغ Inc,37,44,True
457,Facere منظمات,منزلية,منظمات,305,,"آل عطفة, آل عطفة and آل رفيع",286,47,True
458,Mollitia منظمات,منزلية,منظمات,450,639.95,العجلان and Sons,155,21,True
459,Labore منظمات,منزلية,منظمات,102,146.74,الدباغ Inc,60,81,True
460,Tempora منظمات,منزلية,منظمات,361,480.61,"بن لادن, آل رفيع and الشايع",104,70,True
461,Officia منظمات,منزلية,منظمات,287,357.74,"بن لادن, المشاولة and آل سعود",144,68,True
462,Praesentium منظمات,منزلية,منظمات,337,423.87,المغاولة Ltd,133,66,True
463,Architecto منظمات,منزلية,منظمات,259,334.06,"الراشد, بن لادن and العقيل",411,80,True
464,Quaerat منظمات,منزلية,منظمات,168,239.28,بن لادن and Sons,189,60,True
465,Debitis منظمات,منزلية,منظمات,293,412.9,الحكير Ltd,379,38,False
466,Sapiente منظمات,منزلية,منظمات,288,411.96,"أبو داوود, المشاولة and الحكير",296,73,True
467,Nihil منظمات,منزلية,منظمات,105,131.14,"آل قصير, آل معيض and الخرافي",194,92,True
468,Laboriosam منظمات,منزلية,منظمات,260,341.95,الشايع-آل سعود,483,63,True
469,Deserunt منظمات,منزلية,منظمات,425,551.05,حجار-المشاولة,370,82,True
470,In منظمات,منزلية,منظمات,380,527.63,"المهيدب, أبو داوود and المهيدب",86,37,True
471,Suscipit منظمات,منزلية,منظمات,255,307.33,آل عطفة and Sons,455,89,True
472,Soluta منظمات,منزلية,منظمات,495,577.97,"آل مقطة, مهنا and الجفالي",17,29,True
473,Veniam منظمات,منزلية,منظمات,347,404.1,فصيل and Sons,3,72,True
474,Provident منظمات,منزلية,منظمات,327,398.75,"شربتلي, أبو داوود and آل رفيع",362,39,False
475,Libero منظمات,منزلية,منظمات,263,338.43,"العقيل, بن لادن and بقشان",30,99,True
476,Vel منظمات,منزلية,منظمات,483,644.78,"الدباغ, مهنا and المهنا",247,82,False
477,Illo منظمات,منزلية,منظمات,277,364.39,آل الشيخ-المغاولة,6,22,True
478,Corrupti منظمات,منزلية,منظمات,145,190.05,الحكير and Sons,146,22,True
479,Asperiores منظمات,منزلية,منظمات,362,489.5,"آل بن لافي, آل عطفة and آل معيض",412,42,True
480,Dolorem منظمات,منزلية,منظمات,54,70.6,مهنا-آل محمد بن علي بن جماز,123,44,True
481,Dignissimos شامبو,عناية شخصية,شامبو,134,186.87,آل مقطة and Sons,136,70,True
482,Quis شامبو,عناية شخصية,شامبو,496,630.82,الجفالي Group,289,51,True
483,Corporis شامبو,عناية شخصية,شامبو,120,148.8,"مهنا, المهيدب and آل عواض",423,30,True
484,Tenetur شامبو,عناية شخصية,شامبو,444,597.17,"الحكير, آل قصير and المشاولة",16,31,True
485,Voluptatem شامبو,عناية شخصية,شامبو,198,260.53,كانو-آل بن لافي,28,21,True
486,Modi شامبو,عناية شخصية,شامبو,47,61.1,الدباغ-مهنا,222,62,True
487,Ipsam شامبو,عناية شخصية,شامبو,444,640.32,"آل بن لافي, آل الشيخ and آل محمد بن علي بن جماز",458,87,True
488,Eligendi شامبو,عناية شخصية,شامبو,122,148.04,"الشايع, آل عواض and شربتلي",444,92,True
489,Voluptatibus شامبو,عناية شخصية,شامبو,28,39.96,"فصيل, الحجار and بن لادن",350,55,True
490,Quisquam شامبو,عناية شخصية,شامبو,293,394.8,"حجار, آل عطفة and آل عطفة",91,60,False
491,Impedit شامبو,عناية شخصية,شامبو,111,,آل عايض-مهنا,385,70,True
492,Autem شامبو,عناية شخصية,شامبو,158,189.4,آل عايض Ltd,123,92,True
493,Quam شامبو,عناية شخصية,شامبو,204,276.03,الحكير Inc,276,62,True
494,Nobis شامبو,عناية شخصية,شامبو,383,456.53,المهيدب-آل محمد بن علي بن جماز,352,30,True
495,Delectus شامبو,عناية شخصية,شامبو,182,212.23,بن لادن LLC,223,49,True
496,Ab شامبو,عناية شخصية,شامبو,179,238.35,العجلان-آل سلطان,314,96,True
497,Animi شامبو,عناية شخصية,شامبو,401,500.41,أبو داوود PLC,324,54,True
498,Asperiores شامبو,عناية شخصية,شامبو,235,304.84,"حنبولي, كانو and أبا الخيل",182,90,True
499,Porro شامبو,عناية شخصية,شامبو,226,272.49,"المهيدب, الجفالي and آل جعفر",299,68,True
500,Voluptatum شامبو,عناية شخصية,شامبو,321,397.6,المغاولة-آل عواض,126,29,True
501,Ea شامبو,عناية شخصية,شامبو,83,104.91,"آل جعفر, المشاولة and آل صفوان",401,39,True
502,Nesciunt شامبو,عناية شخصية,شامبو,167,210.12,"المهنا, الخرافي and آل حسين",46,20,True
503,Laudantium شامبو,عناية شخصية,شامبو,232,291.85,آل علي Ltd,138,33,True
504,Iure شامبو,عناية شخصية,شامبو,100,127.93,الحجار-آل مقطة,285,91,True
505,Esse شامبو,عناية شخصية,شامبو,57,66.0,"المغاولة, العقيل and المهيدب",181,90,True
506,Totam شامبو,عناية شخصية,شامبو,311,430.84,آل رفيع Ltd,442,69,False
507,Laborum شامبو,عناية شخصية,شامبو,216,273.53,آل قصير-فصيل,43,91,True
508,Sint شامبو,عناية شخصية,شامبو,129,170.48,"آل قصير, آل بن ظافر and مهنا",86,68,True
509,Iste شامبو,عناية شخصية,شامبو,142,176.13,آل رفيع-الحكير,252,38,True
510,Facere شامبو,عناية شخصية,شامبو,227,279.84,"آل مقطة, آل العسكري and المغاولة",153,81,True
511,Minima شامبو,عناية شخصية,شامبو,189,231.62,"المشاولة, الشايع and العليان",126,100,True
512,Aperiam شامبو,عناية شخصية,شامبو,320,386.77,فصيل-آل عطفة,54,37,True
513,Iste صابون,عناية شخصية,صابون,490,621.67,"آل حسين, آل خضير and آل صفوان",430,99,True
514,Quidem صابون,عناية شخصية,صابون,446,556.99,"آل الشيخ, شربتلي and آل جعفر",171,75,True
515,Eos صابون,عناية شخصية,صابون,445,598.66,"شربتلي, آل علي and مهنا",304,37,True
516,Nisi صابون,عناية شخصية,صابون,313,448.9,آل علي PLC,102,81,True
517,Voluptates صابون,عناية شخصية,صابون,498,632.2,"الراشد, فصيل and آل جعفر",163,57,True
518,Vitae صابون,عناية شخصية,صابون,329,426.81,آل العسكري Group,294,51,True
519,Iure صابون,عناية شخصية,صابون,148,206.45,آل حسين Inc,201,66,True
520,Asperiores صابون,عناية شخصية,صابون,293,354.51,آل محمد بن علي بن جماز PLC,279,43,True
521,Aut صابون,عناية شخصية,صابون,286,331.21,"آل عواض, آل محمد بن علي بن جماز and الدباغ",372,79,True
522,Molestias صابون,عناية شخصية,صابون,112,143.53,شربتلي-الخرافي,149,28,True
523,Non صابون,عناية شخصية,صابون,412,572.07,آل العسكري-الحكير,344,83,True
524,Veniam صابون,عناية شخصية,صابون,160,195.62,المهنا Inc,337,39,True
525,Temporibus صابون,عناية شخصية,صابون,409,516.61,"حنبولي, آل جعفر and بن لادن",229,96,True
526,Aperiam صابون,عناية شخصية,صابون,210,275.17,"آل جعفر, الجفالي and المشاولة",472,73,True
527,Corrupti صابون,عناية شخصية,صابون,409,589.18,مهنا-أبا الخيل,359,88,True
528,Sequi صابون,عناية شخصية,صابون,473,556.01,آل مقطة Group,393,51,True
529,Modi صابون,عناية شخصية,صابون,186,223.18,كانو-آل العسكري,313,25,True
530,Pariatur صابون,عناية شخصية,صابون,335,453.34,المهنا and Sons,204,62,True
531,Deleniti صابون,عناية شخصية,صابون,225,265.9,"الخرافي, المهنا and آل مقطة",50,53,True
532,Tempora صابون,عناية شخصية,صابون,387,505.28,أبا الخيل Ltd,297,93,True
533,Tenetur صابون,عناية شخصية,صابون,196,248.4,آل الشيخ-المهيدب,395,95,True
534,Quos صابون,عناية شخصية,صابون,82,,آل رفيع Inc,12,81,True
535,Ab صابون,عناية شخصية,صابون,217,309.48,"حجار, الخرافي and المهنا",43,34,True
536,Quo صابون,عناية شخصية,صابون,378,450.77,أبا الخيل and Sons,159,63,True
537,Laborum صابون,عناية شخصية,صابون,110,143.7,الدباغ Ltd,178,80,True
538,Quam صابون,عناية شخصية,صابون,374,508.28,آل صفوان and Sons,163,28,True
539,Est صابون,عناية شخصية,صابون,419,571.19,"آل محمد بن علي بن جماز, آل عطفة and آل رفيع",11,63,True
540,Ducimus صابون,عناية شخصية,صابون,351,487.9,"بقشان, آل بن لافي and المهيدب",476,51,True
541,Officiis صابون,عناية شخصية,صابون,287,343.84,"المهيدب, آل جعفر and آل مقطة",286,74,True
542,Velit صابون,عناية شخصية,صابون,123,170.89,آل محمد بن علي بن جماز Inc,322,43,True
543,Eius صابون,عناية شخصية,صابون,341,436.36,"بن لادن, العليان and الجابر",14,98,True
544,Magnam صابون,عناية شخصية,صابون,235,312.0,كانو Ltd,199,20,True
545,Ex معجون أسنان,عناية شخصية,معجون أسنان,110,135.69,آل مقطة PLC,360,28,True
546,Atque معجون أسنان,عناية شخصية,معجون أسنان,414,584.4,أبو داوود Group,95,66,True
547,Odio معجون أسنان,عناية شخصية,معجون أسنان,239,283.02,حنبولي-كانو,343,82,True
548,Inventore معجون أسنان,عناية شخصية,معجون أسنان,332,413.02,"بن لادن, آل سلطان and بقشان",198,98,True
549,Reiciendis معجون أسنان,عناية شخصية,معجون أسنان,63,79.03,أبو داوود-الراشد,432,78,True
550,Dolores معجون أسنان,عناية شخصية,معجون أسنان,421,569.22,أبو داوود and Sons,409,58,True
